geocode,intensity_pre_kgco2_ton,intensity_pos_kgco2_ton,delta_intensity_kgco2_ton,delta_relativo_pct,termo_escala_tco2e,termo_intensidade_tco2e,termo_interacao_tco2e
5001003,49.19285582663728,44.9947455043626,-4.19811032227468,-8.533983749732737,11803.68774892607,-4821.781591751806,-1007.3247943625448
5002001,95.36502091383731,82.62888234004697,-12.736138573790342,-13.355146836592732,9421.08941156823,-6022.652472635404,-1258.2003245216276
5002407,129.76709213160152,112.01873046660428,-17.748361664997233,-13.677089756313546,34656.18508867701,-22688.84886315086,-4739.957540692507
5003256,68.26224598223709,60.710959787977124,-7.551286194259966,-11.062170729373493,47119.05092475016,-24950.25002217152,-5212.389859356303
5003801,125.7557049232498,108.57640351507227,-17.179301408177523,-13.660852538389614,3921.169936493827,-2564.0794523761283,-535.6652428040874
5004700,41.41856351473949,38.55387238519959,-2.8646911295398994,-6.916442499316644,29267.073014528854,-9689.471118042035,-2024.2402762829065
5005707,356.7167226443731,298.0896953268911,-58.627027317481975,-16.435177718295506,24204.575349929215,-19041.882591636193,-3978.0649747196126
5006002,41.8510906723439,38.818578852907066,-3.0325118194368343,-7.245956486961481,51126.96254964183,-17733.061675906163,-3704.637459452139
5006200,50.75588566462873,45.59171058235337,-5.1641750822753565,-10.174534469554569,23982.684765522365,-11680.202096713345,-2440.126528192686
5006275,75.22783395579762,64.75293706670908,-10.47489688908854,-13.924230352349879,20053.547956081504,-13365.96843047698,-2792.3022112237395
5006606,124.66568765794867,107.26776787247047,-17.397919785478194,-13.955660224017466,73248.46421892002,-48931.3188361815,-10222.306785703488
5007208,53.49336915692405,48.538543693169395,-4.954825463754652,-9.262504010954247,84392.85750318068,-37417.27122260312,-7816.891811191013
5007935,88.36654288819834,76.23265030656302,-12.133892581635322,-13.731319779010892,21779.63089553948,-14315.311656069138,-2990.63076495478
5008404,44.58149503752971,40.76576989029636,-3.8157251472333513,-8.558988755359568,5396.027078094419,-2210.7243100028813,-461.8453508502587
5100607,107.34741165379899,99.23855681239637,-8.108854841402618,-7.553842907320485,73019.35000735353,-26402.431363606924,-5515.766991501994
5101704,92.3376338032599,86.3092132293209,-6.028420573939002,-6.528671274795189,67483.14242126977,-21089.10312539933,-4405.752534586567
5102637,245.21693280844886,214.26919855062968,-30.947734257819178,-12.620553525149095,132356.9644253399,-79958.23740615154,-16704.181539562567
5105234,99.18635611243337,91.62342699439814,-7.562929118035228,-7.624969213973561,13480.767945313788,-4920.290425611359,-1027.9044056373925
5105622,133.16070660836766,120.69203874065515,-12.468667867712512,-9.363623988856931,6858.442025927103,-3074.025376105843,-642.1987228015556
5106232,85.56914865964205,80.3165271348745,-5.252621524767548,-6.138452476207586,28959.710424083794,-8509.246870123428,-1777.678061629718
5201306,47.365903928678314,43.337403711356224,-4.02850021732209,-8.50506352288356,6689.205142154546,-2723.266146909733,-568.9211465162376
5204250,42.46649607454726,39.71267702700696,-2.753819047540297,-6.484686287058253,11483.303851126084,-3564.4607605647343,-744.6562301352054
5204300,51.05859385946318,47.373341093460176,-3.6852527660030034,-7.21769341346634,16534.7045576181,-5712.587702889342,-1193.4242817913207
5205000,54.51741511566355,50.72000876510634,-3.7974063505572104,-6.965492297279089,4808.211745834318,-1603.147241608387,-334.91561879295784
5205471,123.86123008925279,107.48037359539406,-16.38085649385873,-13.225168587503045,38425.880838055695,-24325.571893380216,-5081.887522065894
5207402,35.09709850633048,32.69380354035805,-2.403294965972435,-6.847560249286566,21967.215619612754,-7200.2717180534155,-1504.2183246436723
5208608,46.084933959061345,43.03421438967033,-3.0507195693910134,-6.619776372254457,14345.220465267716,-4545.57215839261,-949.6215149076031
5209101,49.87919303980515,45.89355052472349,-3.985642515081665,-7.990591411334577,44922.035922535004,-17182.10488251706,-3589.536344222716
5210000,58.347078371633856,54.3008788761093,-4.046199495524554,-6.934707972441793,7069.832054874265,-2346.7957074042415,-490.272207147611
5210109,407.01634223748005,340.46314704670937,-66.55319519077068,-16.351479850885,20407.277871627106,-15972.766845784965,-3336.8919292932196
5210901,51.603979436326945,47.49877369504571,-4.105205741281232,-7.955211567252402,5044.128728486962,-1920.7723986708515,-401.27111207569624
5211503,47.07723711357551,44.03421524487181,-3.043021868703697,-6.463892223246447,39621.191873103126,-12259.130072347189,-2561.071140243066
5211701,57.93500255242009,52.90086955271988,-5.034132999700205,-8.689277255395437,7899.374031872726,-3285.5973801163345,-686.3985110701303
5211909,165.83464049001668,141.0197797181343,-24.814860771882394,-14.96361719032777,99776.83659433709,-71466.79902302129,-14930.223872595474
5213103,90.8825951583109,79.86833565825253,-11.014259500058373,-12.119217635535527,53313.821371071295,-30928.040676163906,-6461.218041780781
5213707,186.77781657671332,155.30198193248785,-31.475834644225472,-16.85201980680491,8194.200346871405,-6609.925275287349,-1380.8882654640456
5213806,71.87473387402895,64.55314962265741,-7.321584251371533,-10.186589719001518,20421.006674168326,-9957.354581865286,-2080.2041663874443
