outcome,ATT_T1,sig_T1,ATT_T2,sig_T2,ATT_T3,sig_T3,delta_T3_T1,monotonia,veredito
log_solos_manejados,0.03217828648026564,False,0.07851017705749837,True,0.045166853910324795,False,0.012988567430059154,0,MISTO
asinh_cana_direto,0.276715323943173,False,0.16714648662962556,True,0.0457727277714327,False,-0.2309425961717403,-,PARCIAL
log1p_fert_n,0.17263161319517514,False,0.14014556136753806,True,0.04279898232324631,False,-0.12983263087192884,-,PARCIAL
log1p_calagem,-0.020592874841310695,False,0.057033985372794006,True,0.031031891887251268,False,0.05162476672856196,0,MISTO
log1p_res_outros,-0.05577682847874582,False,-0.032839798614126246,False,-0.05255527110050193,False,0.0032215573782438944,0,SEM_EFEITO
