spec_principal,configuracao_substituicao,narrativa,pam_cana_pos_sig,pam_outras_neg_sig,mapb_cana_pos_sig,mapb_pastagem_neg_sig,mapb_vegnat_neg_sig,desmatamento_associado,PAM_log1p_pam_area_cana_t_ATT,PAM_asinh_pam_area_soja_t_ATT,PAM_asinh_pam_area_milho_t_ATT,PAM_asinh_pam_area_algodao_t_ATT,PAM_log1p_pam_area_cana_t_sig,PAM_asinh_pam_area_soja_t_sig,PAM_asinh_pam_area_milho_t_sig,PAM_asinh_pam_area_algodao_t_sig,MAPB_log1p_share_cana_mapb_ATT,MAPB_log1p_share_pastagem_mapb_ATT,MAPB_log1p_share_vegetacao_nativa_mapb_ATT,MAPB_asinh_share_soja_mapb_ATT,MAPB_asinh_share_silvicultura_mapb_ATT,MAPB_asinh_share_urbano_infra_mapb_ATT,MAPB_log1p_share_cana_mapb_sig,MAPB_log1p_share_pastagem_mapb_sig,MAPB_log1p_share_vegetacao_nativa_mapb_sig,MAPB_asinh_share_soja_mapb_sig,MAPB_asinh_share_silvicultura_mapb_sig,MAPB_asinh_share_urbano_infra_mapb_sig
FULL2,EXPANSAO-SEM-SUB,Cana expande mas não há contração detectável de outras culturas/usos. Expansão sobre fronteira agrícola nova?,True,False,True,False,False,False,0.18972022546163533,0.1373615336826581,0.10801088022490882,0.26638969534668855,True,False,False,False,0.0026162362306422163,-0.0024083228722021526,-0.00032435315042957455,-0.00045500111836840537,-0.00030589483804107216,-0.0003294576605701051,True,False,False,False,False,False
