geocode,intensity_pre_kgco2_ton,intensity_pos_kgco2_ton,delta_intensity_kgco2_ton,delta_relativo_pct,termo_escala_tco2e,termo_intensidade_tco2e,termo_interacao_tco2e,size_pre,size_decil,intensity_pre,intensity_pos,geocode_key,cohort
4117107,59.06988924981316,55.104170217853444,-3.965719031959715,-6.713604989486685,4665.461603002501,-1499.2995658178495,-313.2206629617613,378065.0,D1,59.06988924981316,55.104170217853444,4117107,2020.0
4118105,56.15186412888713,52.93584114495825,-3.216022983928873,-5.727366372997048,14478.104596444033,-3969.215566765015,-829.2140941040755,1234200.0,D5,56.15186412888713,52.93584114495825,4118105,2021.0
4122602,66.18074840135941,62.32007455367341,-3.8606738476860016,-5.833530053592897,13342.913748042258,-3725.8050674909387,-778.3628835170234,965066.0,D4,66.18074840135941,62.32007455367341,4122602,2021.0
4124509,64.69024915590924,60.69203557536325,-3.9982135805459933,-6.180550597215886,11055.341632978754,-3270.6746481483615,-683.2809833213248,818034.0,D4,64.69024915590924,60.69203557536325,4124509,2020.0
4124608,63.824837003785916,59.825913780239546,-3.9989232235463703,-6.265465626350389,10018.259116765033,-3004.5789672418946,-627.6905813196273,751347.0,D4,63.824837003785916,59.825913780239546,4124608,2021.0
4125803,92.07498518763471,84.7472518301438,-7.327733357490914,-7.958440984332624,8862.221443280285,-3376.0479679299287,-705.2946634643323,460722.0,D2,92.07498518763471,84.7472518301438,4125803,2022.0
4126801,65.03777380299215,61.18467625942088,-3.853097543571266,-5.924399496272425,17119.7808741062,-4854.902904899795,-1014.2442118684907,1260000.0,D5,65.03777380299215,61.18467625942088,4126801,2021.0
4127304,64.58248608132074,60.0350177694168,-4.547468311903941,-7.041333630572655,9106.164277009819,-3069.222787753327,-641.1954076922857,674930.0,D3,64.58248608132074,60.0350177694168,4127304,2021.0
5000856,35.94408155281354,34.02519399691017,-1.9188875559033747,-5.338535505724092,25754.95736485633,-6581.440835876068,-1374.9375434069573,3429821.0,D9,35.94408155281354,34.02519399691017,5000856,2020.0
5001003,49.19285582663728,44.9947455043626,-4.19811032227468,-8.533983749732737,11803.68774892607,-4821.781591751806,-1007.3247943625448,1148560.0,D5,49.19285582663728,44.9947455043626,5001003,2020.0
5002001,95.36502091383731,82.62888234004697,-12.736138573790342,-13.355146836592732,9421.08941156823,-6022.652472635404,-1258.2003245216276,472879.0,D2,95.36502091383731,82.62888234004697,5002001,2020.0
5002407,129.76709213160152,112.01873046660428,-17.748361664997233,-13.677089756313546,34656.18508867701,-22688.84886315086,-4739.957540692507,1278363.0,D6,129.76709213160152,112.01873046660428,5002407,2020.0
5003256,68.26224598223709,60.710959787977124,-7.551286194259966,-11.062170729373493,47119.05092475016,-24950.25002217152,-5212.389859356303,3304106.0,D9,68.26224598223709,60.710959787977124,5003256,2020.0
5003801,125.7557049232498,108.57640351507227,-17.179301408177523,-13.660852538389614,3921.169936493827,-2564.0794523761283,-535.6652428040874,149254.0,D1,125.7557049232498,108.57640351507227,5003801,2020.0
5004700,41.41856351473949,38.55387238519959,-2.8646911295398994,-6.916442499316644,29267.073014528854,-9689.471118042035,-2024.2402762829065,3382379.0,D9,41.41856351473949,38.55387238519959,5004700,2020.0
5005707,356.7167226443731,298.0896953268911,-58.627027317481975,-16.435177718295506,24204.575349929215,-19041.882591636193,-3978.0649747196126,324797.0,D1,356.7167226443731,298.0896953268911,5005707,2021.0
5006002,41.8510906723439,38.818578852907066,-3.0325118194368343,-7.245956486961481,51126.96254964183,-17733.061675906163,-3704.637459452139,5847648.0,D10,41.8510906723439,38.818578852907066,5006002,2020.0
5006200,50.75588566462873,45.59171058235337,-5.1641750822753565,-10.174534469554569,23982.684765522365,-11680.202096713345,-2440.126528192686,2261775.0,D8,50.75588566462873,45.59171058235337,5006200,2020.0
5006275,75.22783395579762,64.75293706670908,-10.47489688908854,-13.924230352349879,20053.547956081504,-13365.96843047698,-2792.3022112237395,1276000.0,D6,75.22783395579762,64.75293706670908,5006275,2020.0
5006606,124.66568765794867,107.26776787247047,-17.397919785478194,-13.955660224017466,73248.46421892002,-48931.3188361815,-10222.306785703488,2812481.0,D9,124.66568765794867,107.26776787247047,5006606,2020.0
5007208,53.49336915692405,48.538543693169395,-4.954825463754652,-9.262504010954247,84392.85750318068,-37417.27122260312,-7816.891811191013,7551683.0,D10,53.49336915692405,48.538543693169395,5007208,2020.0
5007935,88.36654288819834,76.23265030656302,-12.133892581635322,-13.731319779010892,21779.63089553948,-14315.311656069138,-2990.63076495478,1179779.0,D5,88.36654288819834,76.23265030656302,5007935,2020.0
5008404,44.58149503752971,40.76576989029636,-3.8157251472333513,-8.558988755359568,5396.027078094419,-2210.7243100028813,-461.8453508502587,579372.0,D3,44.58149503752971,40.76576989029636,5008404,2021.0
5100607,107.34741165379899,99.23855681239637,-8.108854841402618,-7.553842907320485,73019.35000735353,-26402.431363606924,-5515.766991501994,3256000.0,D9,107.34741165379899,99.23855681239637,5100607,2020.0
5101704,92.3376338032599,86.3092132293209,-6.028420573939002,-6.528671274795189,67483.14242126977,-21089.10312539933,-4405.752534586567,3498280.0,D10,92.3376338032599,86.3092132293209,5101704,2021.0
5102637,245.21693280844886,214.26919855062968,-30.947734257819178,-12.620553525149095,132356.9644253399,-79958.23740615154,-16704.181539562567,2583654.0,D9,245.21693280844886,214.26919855062968,5102637,2021.0
5105234,99.18635611243337,91.62342699439814,-7.562929118035228,-7.624969213973561,13480.767945313788,-4920.290425611359,-1027.9044056373925,650580.0,D3,99.18635611243337,91.62342699439814,5105234,2021.0
5105622,133.16070660836766,120.69203874065515,-12.468667867712512,-9.363623988856931,6858.442025927103,-3074.025376105843,-642.1987228015556,246540.0,D1,133.16070660836766,120.69203874065515,5105622,2021.0
5106232,85.56914865964205,80.3165271348745,-5.252621524767548,-6.138452476207586,28959.710424083794,-8509.246870123428,-1777.678061629718,1620000.0,D7,85.56914865964205,80.3165271348745,5106232,2021.0
5201306,47.365903928678314,43.337403711356224,-4.02850021732209,-8.50506352288356,6689.205142154546,-2723.266146909733,-568.9211465162376,676000.0,D3,47.365903928678314,43.337403711356224,5201306,2020.0
5204250,42.46649607454726,39.71267702700696,-2.753819047540297,-6.484686287058253,11483.303851126084,-3564.4607605647343,-744.6562301352054,1294370.0,D6,42.46649607454726,39.71267702700696,5204250,2020.0
5204300,51.05859385946318,47.373341093460176,-3.6852527660030034,-7.21769341346634,16534.7045576181,-5712.587702889342,-1193.4242817913207,1550121.0,D7,51.05859385946318,47.373341093460176,5204300,2020.0
5205000,54.51741511566355,50.72000876510634,-3.7974063505572104,-6.965492297279089,4808.211745834318,-1603.147241608387,-334.91561879295784,422169.0,D2,54.51741511566355,50.72000876510634,5205000,2020.0
5205471,123.86123008925279,107.48037359539406,-16.38085649385873,-13.225168587503045,38425.880838055695,-24325.571893380216,-5081.887522065894,1485000.0,D6,123.86123008925279,107.48037359539406,5205471,2020.0
5207402,35.09709850633048,32.69380354035805,-2.403294965972435,-6.847560249286566,21967.215619612754,-7200.2717180534155,-1504.2183246436723,2996000.0,D9,35.09709850633048,32.69380354035805,5207402,2020.0
5208608,46.084933959061345,43.03421438967033,-3.0507195693910134,-6.619776372254457,14345.220465267716,-4545.57215839261,-949.6215149076031,1490000.0,D6,46.084933959061345,43.03421438967033,5208608,2020.0
5209101,49.87919303980515,45.89355052472349,-3.985642515081665,-7.990591411334577,44922.035922535004,-17182.10488251706,-3589.536344222716,4311000.0,D10,49.87919303980515,45.89355052472349,5209101,2020.0
5210000,58.347078371633856,54.3008788761093,-4.046199495524554,-6.934707972441793,7069.832054874265,-2346.7957074042415,-490.272207147611,580000.0,D3,58.347078371633856,54.3008788761093,5210000,2021.0
5210109,407.01634223748005,340.46314704670937,-66.55319519077068,-16.351479850885,20407.277871627106,-15972.766845784965,-3336.8919292932196,240000.0,D1,407.01634223748005,340.46314704670937,5210109,2021.0
5210901,51.603979436326945,47.49877369504571,-4.105205741281232,-7.955211567252402,5044.128728486962,-1920.7723986708515,-401.27111207569624,467887.0,D2,51.603979436326945,47.49877369504571,5210901,2020.0
5211503,47.07723711357551,44.03421524487181,-3.043021868703697,-6.463892223246447,39621.191873103126,-12259.130072347189,-2561.071140243066,4028604.0,D10,47.07723711357551,44.03421524487181,5211503,2020.0
5211701,57.93500255242009,52.90086955271988,-5.034132999700205,-8.689277255395437,7899.374031872726,-3285.5973801163345,-686.3985110701303,652664.0,D3,57.93500255242009,52.90086955271988,5211701,2020.0
5211909,165.83464049001668,141.0197797181343,-24.814860771882394,-14.96361719032777,99776.83659433709,-71466.79902302129,-14930.223872595474,2880000.0,D9,165.83464049001668,141.0197797181343,5211909,2020.0
5213103,90.8825951583109,79.86833565825253,-11.014259500058373,-12.119217635535527,53313.821371071295,-30928.040676163906,-6461.218041780781,2808000.0,D9,90.8825951583109,79.86833565825253,5213103,2020.0
5213707,186.77781657671332,155.30198193248785,-31.475834644225472,-16.85201980680491,8194.200346871405,-6609.925275287349,-1380.8882654640456,210000.0,D1,186.77781657671332,155.30198193248785,5213707,2021.0
5213806,71.87473387402895,64.55314962265741,-7.321584251371533,-10.186589719001518,20421.006674168326,-9957.354581865286,-2080.2041663874443,1360000.0,D6,71.87473387402895,64.55314962265741,5213806,2020.0
5216403,170.25507556962924,146.11556313154296,-24.139512438086285,-14.17843923731598,32118.097142869145,-21797.979731591913,-4553.844887583821,903000.0,D4,170.25507556962924,146.11556313154296,5216403,2021.0
5216452,199.63366523059887,169.79000883611727,-29.8436563944816,-14.94921027473442,16056.707614317633,-11489.807711875415,-2400.3509844636355,385000.0,D1,199.63366523059887,169.79000883611727,5216452,2020.0
5218508,45.17718826689292,42.345879628919064,-2.831308637973855,-6.267120081151035,57914.16490301428,-17373.64028023617,-3629.5502584677324,6136258.0,D10,45.17718826689292,42.345879628919064,5218508,2019.0
5218904,46.01670605500914,42.507182853463334,-3.5095232015458038,-7.626628462607604,4568.687132978616,-1667.8693158258295,-348.4367932512385,475241.0,D2,46.01670605500914,42.507182853463334,5218904,2020.0
5219308,63.444203624307626,57.69374995263657,-5.750453671671053,-9.063796758681134,29774.263669863063,-12917.819128041854,-2698.678745430223,2246400.0,D8,63.444203624307626,57.69374995263657,5219308,2020.0
5219712,72.00461763569552,66.4552569325212,-5.5493607031743295,-7.706951144787821,5599.119144073302,-2065.5719422141424,-431.5213769721913,372218.0,D1,72.00461763569552,66.4552569325212,5219712,2020.0
5221551,44.12859973057629,40.78494905085106,-3.3436506797252292,-7.5770604554407495,17338.106273040015,-6288.403833359239,-1313.718794136807,1880700.0,D7,44.12859973057629,40.78494905085106,5221551,2020.0
5221601,80.2440062476241,70.73915933017918,-9.504846917444922,-11.844930683188997,7040.830392816694,-3992.0357053268676,-833.9814795500411,420000.0,D2,80.2440062476241,70.73915933017918,5221601,2020.0
5222203,50.39474796301406,46.559759058713375,-3.834988904300687,-7.609897974120794,7057.3621155730525,-2570.7464621089225,-537.0580566593621,670340.0,D3,50.39474796301406,46.559759058713375,5222203,2023.0
