p33,p66,n_canavieiros,n_com_share,n_sem_share,n_T1_baixo,n_T2_medio,n_T3_alto,n_T1_baixo_tratados,n_T2_medio_tratados,n_T3_alto_tratados
0.9642749148823653,0.996185205845601,842,841,1,278,277,286,36,62,96
