outcome,spec,estimator,ATT,SE,CI_lo,CI_hi,n_munis
asinh_res_cana,FULL,CS-DR,0.4345717284541329,0.2970500827169333,-0.14763573527570034,1.0167791921839662,842
asinh_org_cana,FULL,CS-DR,0.4282377755587655,0.29016058742880724,-0.1404665255346822,0.9969420766522132,842
