geocode,delta_queima_ar6,delta_cana_dir_ar6,delta_fert_n_ar6,delta_calagem_ar6,delta_res_outros_ar6,balanco_so_robustos_ar6,balanco_liquido_total_ar6
3553401,172.9512384928655,4831.396112817294,2753.8086541408256,275.17547113918613,-141.61920335897895,7718.761034738327,7891.712273231193
3553955,130.9962991386761,3664.460809561659,2130.2379302647937,265.1408120085407,-180.90198767842423,5878.937564156569,6009.933863295245
3555356,84.30828070220372,2370.669094766264,1365.3453211922897,119.10919321220106,-73.63934707688362,3781.4842620938716,3865.7925427960754
3556305,273.60459247177386,7715.507552472409,4443.518490371884,367.1561689021884,-48.40940863765239,12477.77280310883,12751.377395580603
3556909,32.371152555196005,906.0010280556979,504.13259485728815,49.961484588359745,-14.559814421203132,1445.5352930801428,1477.9064456353387
4102109,40.11621311588142,311.4980000940865,1513.4878199578013,293.56647002253095,-808.2299646269558,1310.3223254474633,1350.4385385633445
4102406,166.95769553911975,1251.687121417456,4221.462311316962,234.23936974835095,-513.4932696921813,5193.895532790588,5360.853228329707
4105607,120.69846294420375,919.0056585812486,2937.6418089463045,48.232538798314444,-120.3529615276915,3784.527044798176,3905.22550774238
4105904,345.8262476872804,2631.9631266610268,8289.299890441738,99.61579492827049,-94.88765531035315,10925.991156720682,11271.817404407962
4108007,132.86183975284888,999.6092233266111,3395.1496095317775,131.60252347633104,-319.2314357101125,4207.129920624608,4339.991760377457
4111555,245.56145402390345,1851.2463616015614,6103.539568851539,88.01276644655331,-99.86906845777688,7942.929628441877,8188.491082465779
4111803,549.2196960395736,4063.353701761607,12935.699751602073,180.4904627328517,-263.5002448133496,16916.043671283183,17465.263367322757
4113007,88.26928901260968,692.3936083276398,2417.3767678186505,163.3931324992679,-379.97309631402027,2893.190412331538,2981.459701344147
4115200,27.33153275631669,201.83162761847294,1243.6269428051069,319.01768552311455,-898.1759971579769,866.3002587887175,893.6317915450342
4117107,92.22579375597208,720.9801617417348,2278.5115452021805,34.14596539681702,-95.60058766271582,2938.037084678016,3030.2628784339886
