Cidade,uf,ano,solos_pipeline,solos_cana_residuo,solos_cana_subproduto,solos_cana_atribuivel,share_cana
Anicuns (GO),GO,2014,15057.985338581442,997.8118398339946,1043.4798650063242,2041.2917048403187,0.13556207280997534
Anicuns (GO),GO,2015,22122.724014626598,1977.0344765775567,2048.2537654465823,4025.288242024139,0.18195264920191523
Anicuns (GO),GO,2016,36960.954966103054,3336.769580361479,3205.277524229748,6542.047104591227,0.1769988657108819
Anicuns (GO),GO,2017,37162.73996835789,3468.2565962792924,3474.903232606723,6943.159828886015,0.18683121413538797
Anicuns (GO),GO,2018,36806.98897835259,3498.9027840759245,3289.812730871918,6788.715514947842,0.1844409364466219
Anicuns (GO),GO,2019,36652.325187842725,3482.993153340085,3606.437957724858,7089.431111064943,0.19342377529206384
Anicuns (GO),GO,2020,38062.02089207428,3311.1985329091917,3293.9562944899867,6605.154827399178,0.17353662975826334
Anicuns (GO),GO,2021,47608.87178399116,3447.590439008777,3403.5039928959063,6851.094431904683,0.14390373422393124
Anicuns (GO),GO,2022,48714.103665140865,3449.3313826132576,3362.4565987358487,6811.787981349106,0.13983194740014332
Anicuns (GO),GO,2023,43919.1086638317,2923.404231844565,2747.3026937086024,5670.706925553168,0.1291170767821869
Anicuns (GO),GO,2024,41486.088753024014,3215.697687682074,3080.5749235842436,6296.272611266318,0.15176828668398798
Antonina (PR),PR,2012,2436.263935466396,6.824810517964512,6.837061790310081,13.661872308274592,0.0056077143815943635
Antonina (PR),PR,2013,2498.921085828446,9.62981081951996,9.530345791889278,19.16015661140924,0.007667371618922987
Antonina (PR),PR,2014,2575.3874502595772,10.4158555535034,9.904416904273598,20.320272457776998,0.007890180739883968
Antonina (PR),PR,2015,2449.59589438561,8.059424780141164,7.322443495488986,15.38186827563015,0.006279349304464817
Antonina (PR),PR,2016,2616.2840812664776,10.818306211998031,8.371845038370104,19.190151250368135,0.007334888205671711
Antonina (PR),PR,2017,2585.24579138851,8.975428910143197,7.675008350269451,16.650437260412648,0.006440562563093803
Antonina (PR),PR,2018,2622.6178060927996,8.441756938750709,7.872211774161041,16.313968712911752,0.0062204903341278135
Antonina (PR),PR,2019,2629.833907402425,10.85429100825535,8.231707950082606,19.085998958337957,0.007257492157438123
Antonina (PR),PR,2020,2774.926939296237,11.443467687800405,8.711766161089507,20.155233848889914,0.007263338563429559
Antonina (PR),PR,2021,2875.842343997874,11.094625890426027,7.913323805664817,19.007949696090844,0.006609524244526839
Antonina (PR),PR,2022,2763.4978611405645,11.85187408452858,8.699038516145325,20.550912600673904,0.0074365581713141
Antonina (PR),PR,2023,2820.647520937984,9.385923360082703,7.336135355816024,16.722058715898726,0.00592844678102067
Antonina (PR),PR,2024,2803.9291650298405,7.32950828346637,5.954161003599508,13.283669287065878,0.004737519568160884
Antônio Carlos (MG),MG,2012,2725.7993308678056,7.16720390947258,5.1660557449968145,12.333259654469394,0.004524639622148152
Antônio Carlos (MG),MG,2013,2664.86990847575,7.149093438801599,6.095968432756515,13.245061871558114,0.004970247076388811
Antônio Carlos (MG),MG,2014,2372.6239482212445,7.356963200868631,6.064878097500068,13.4218412983687,0.005656961065587764
Antônio Carlos (MG),MG,2015,2347.074591967928,6.581767237405102,5.414336523470721,11.996103760875823,0.005111087564889691
Antônio Carlos (MG),MG,2016,2549.621127563858,6.526832143036466,5.17485096053445,11.701683103570916,0.004589577242306499
Antônio Carlos (MG),MG,2017,2515.111456012416,1.0571339845187548,0.8564482038350848,1.9135821883538395,0.000760833951823244
Antônio Carlos (MG),MG,2018,2468.389130946626,1.0334033404328176,0.8324104751680957,1.8658138156009132,0.0007558831758772874
Antônio Carlos (MG),MG,2019,2410.011856440706,1.020829198405173,0.9011973591342783,1.9220265575394513,0.0007975174696352118
Antônio Carlos (MG),MG,2020,2413.594172622448,0.9047861240891101,0.7692378507664863,1.6740239748555963,0.0006935813791084502
Antônio Carlos (MG),MG,2021,2730.4066922936463,1.0439703553736455,0.8661636468481807,1.910134002221826,0.000699578567402807
Antônio Carlos (MG),MG,2022,2751.334276671218,1.0932636518055259,0.9172704007575859,2.010534052563112,0.000730748738752172
Antônio Carlos (MG),MG,2023,2921.699482780985,0.9197065665313168,0.7796697111051141,1.6993762776364307,0.000581639654472232
Antônio Carlos (MG),MG,2024,2954.8125624475206,1.141704703280256,0.9916919742320527,2.1333966775123088,0.0007220074479936489
Antônio Dias (MG),MG,2012,1891.408173844233,8.063104398156655,5.811812713121417,13.874917111278073,0.007335760362649645
Antônio Dias (MG),MG,2013,1821.3777576733185,8.042730118651802,6.85796448685108,14.900694605502881,0.008181001740428337
Antônio Dias (MG),MG,2014,1879.8864496164947,9.809284267824841,8.086504130000092,17.895788397824933,0.009519611358162487
Antônio Dias (MG),MG,2015,1838.4523162435548,8.775689649873469,7.219115364627629,15.994805014501097,0.008700146788241275
Antônio Dias (MG),MG,2016,1837.5570794397852,10.101049745175482,8.00869791511284,18.10974766028832,0.009855338842486148
Antônio Dias (MG),MG,2017,1689.3100019061037,3.329972051234079,2.697811842080517,6.027783893314596,0.003568192863662235
Antônio Dias (MG),MG,2018,1700.0532066052908,3.2856926721453683,2.6466384338677926,5.9323311060131605,0.0034894973186509787
Antônio Dias (MG),MG,2019,1654.677399022229,3.2002995370002187,2.8252537208859634,6.025553257886182,0.003641527503455817
Antônio Dias (MG),MG,2020,1654.860717000509,4.0212716626182665,3.4188348922954948,7.440106554913761,0.0044959110325606165
Antônio Dias (MG),MG,2021,1692.9851943930928,5.2616105910831745,4.365464780114832,9.627075371198007,0.005686449830206078
Antônio Dias (MG),MG,2022,1653.2918528713294,4.1648139116400955,3.4943634314574723,7.659177343097568,0.004632683170727303
Antônio Dias (MG),MG,2023,1636.3681989266531,3.9959664614808945,3.3875304689394614,7.383496930420356,0.004512124432180625
Antônio Dias (MG),MG,2024,1617.7818706916385,3.3828287504600163,2.9383465903171953,6.321175340777211,0.003907310036843697
Antônio João (MS),MS,2012,19968.64728973106,0.0,0.0,0.0,0.0
Antônio João (MS),MS,2013,22956.598334612685,0.0,0.0,0.0,0.0
Antônio João (MS),MS,2014,28105.693925253196,0.0,0.0,0.0,0.0
Antônio João (MS),MS,2015,39228.84059151663,0.0,0.0,0.0,0.0
Antônio João (MS),MS,2016,34999.64953275825,0.0,0.0,0.0,0.0
Antônio João (MS),MS,2017,43241.46781445095,0.0,0.0,0.0,0.0
Antônio João (MS),MS,2018,36882.25881229491,0.0,0.0,0.0,0.0
Antônio João (MS),MS,2019,40997.995962095796,0.0,0.0,0.0,0.0
Antônio João (MS),MS,2020,48688.95797172298,0.0,0.0,0.0,0.0
Antônio João (MS),MS,2021,54401.63828065529,0.0,0.0,0.0,0.0
Antônio João (MS),MS,2022,48519.579901562516,0.0,0.0,0.0,0.0
Antônio João (MS),MS,2023,63536.52118298175,0.0,0.0,0.0,0.0
Antônio João (MS),MS,2024,48542.89847448895,0.0,0.0,0.0,0.0
Antônio Olinto (PR),PR,2012,11691.046557945236,0.0,0.0,0.0,0.0
Antônio Olinto (PR),PR,2013,11717.654611436254,0.0,0.0,0.0,0.0
Antônio Olinto (PR),PR,2014,12153.914686265713,0.0,0.0,0.0,0.0
Antônio Olinto (PR),PR,2015,11620.1111371225,0.0,0.0,0.0,0.0
Antônio Olinto (PR),PR,2016,9507.636986445934,0.0,0.0,0.0,0.0
Antônio Olinto (PR),PR,2017,10450.933920484436,0.0,0.0,0.0,0.0
Antônio Olinto (PR),PR,2018,9889.622722711327,0.0,0.0,0.0,0.0
Antônio Olinto (PR),PR,2019,8868.440114049139,0.0,0.0,0.0,0.0
Antônio Olinto (PR),PR,2020,9792.950672867337,0.0,0.0,0.0,0.0
Antônio Olinto (PR),PR,2021,12608.336251594337,0.0,0.0,0.0,0.0
Antônio Olinto (PR),PR,2022,11373.148475306476,0.0,0.0,0.0,0.0
Antônio Olinto (PR),PR,2023,12072.576692574146,0.0,0.0,0.0,0.0
Antônio Olinto (PR),PR,2024,6850.264427503507,0.0,0.0,0.0,0.0
Antônio Prado de Minas (MG),MG,2012,1342.1856896537058,39.41962150209918,28.413306597482485,67.83292809958166,0.050539153130952454
Antônio Prado de Minas (MG),MG,2013,1277.5122637439486,39.3200139134088,33.52782638016083,72.84784029356963,0.057023202329250205
Antônio Prado de Minas (MG),MG,2014,1302.987627724142,41.105572169932664,33.886303020952745,74.99187519088541,0.05755378914983995
Antônio Prado de Minas (MG),MG,2015,1284.8643246179442,36.77431853280309,30.25153105177292,67.02584958457601,0.05216570209037924
Antônio Prado de Minas (MG),MG,2016,1396.4391655531886,36.46737959283867,28.91345298584327,65.38083257868195,0.04681967835869301
Antônio Prado de Minas (MG),MG,2017,508.47177397799464,2.034982920198604,1.648662792382538,3.683645712581142,0.007244543160699734
Antônio Prado de Minas (MG),MG,2018,499.7669885732034,2.119801723964754,1.7075086670114787,3.827310390976233,0.007658189673357402
Antônio Prado de Minas (MG),MG,2019,496.27700607550497,2.082491564746554,1.8384426126339284,3.9209341773804827,0.0079006968474859
Antônio Prado de Minas (MG),MG,2020,505.61171663753146,3.0159537469637008,2.564126169221622,5.580079916185323,0.011036294715032547
Antônio Prado de Minas (MG),MG,2021,463.576572293103,0.5219851776868227,0.4330818234240903,0.955067001110913,0.0020602141225270075
Antônio Prado de Minas (MG),MG,2022,458.15817856318404,0.85899286927577,0.7207124577381033,1.5797053270138735,0.0034479474577272405
Antônio Prado de Minas (MG),MG,2023,461.4628433802225,0.9514205860668794,0.8065548735570146,1.7579754596238941,0.003809570986792125
Antônio Prado de Minas (MG),MG,2024,468.35696100282155,1.2051327423513807,1.0467859728005005,2.251918715151881,0.004808124790822346
Anápolis (GO),GO,2012,6138.882760684937,7.384529557524321,7.242268311790246,14.626797869314567,0.0023826481852672818
Anápolis (GO),GO,2013,6806.303703905176,9.602932732919957,9.105061187010142,18.707993919930097,0.0027486275567157282
Anápolis (GO),GO,2014,7259.190646077327,16.281312071883356,17.026477983786172,33.30779005566953,0.0045883613862198495
Anápolis (GO),GO,2015,6766.58848337211,16.12386963331759,16.704704486076274,32.82857411939386,0.004851569472573251
Anápolis (GO),GO,2016,7304.002619869298,0.0,0.0,0.0,0.0
Anápolis (GO),GO,2017,8996.37117392829,0.0,0.0,0.0,0.0
Anápolis (GO),GO,2018,7753.7045266323,0.0,0.0,0.0,0.0
Anápolis (GO),GO,2019,6647.88418610802,0.0,0.0,0.0,0.0
Anápolis (GO),GO,2020,9702.125076823315,0.0,0.0,0.0,0.0
Anápolis (GO),GO,2021,8029.119787692249,0.0,0.0,0.0,0.0
Anápolis (GO),GO,2022,9587.925828282401,0.0,0.0,0.0,0.0
Anápolis (GO),GO,2023,14797.322331063144,0.0,0.0,0.0,0.0
Anápolis (GO),GO,2024,14690.602177329043,0.0,0.0,0.0,0.0
Aparecida (SP),SP,2012,2492.8089695989256,0.0,0.0,0.0,0.0
Aparecida (SP),SP,2013,1208.26104779346,0.0,0.0,0.0,0.0
Aparecida (SP),SP,2014,1337.0821280481264,0.0,0.0,0.0,0.0
Aparecida (SP),SP,2015,1261.4232875287198,0.0,0.0,0.0,0.0
Aparecida (SP),SP,2016,1530.8152417637752,0.0,0.0,0.0,0.0
Aparecida (SP),SP,2017,1338.6342139934027,0.0,0.0,0.0,0.0
Aparecida (SP),SP,2018,1230.0731031740875,0.0,0.0,0.0,0.0
Aparecida (SP),SP,2019,1314.48195586717,0.0,0.0,0.0,0.0
Aparecida (SP),SP,2020,1287.6938555673573,0.0,0.0,0.0,0.0
Aparecida (SP),SP,2021,1222.7912712198938,0.0,0.0,0.0,0.0
Aparecida (SP),SP,2022,1306.3433866497526,0.0,0.0,0.0,0.0
Aparecida (SP),SP,2023,1140.7512232737038,0.0,0.0,0.0,0.0
Aparecida (SP),SP,2024,1246.874603179429,0.0,0.0,0.0,0.0
Aparecida d'Oeste (SP),SP,2012,3548.917661010314,464.28111504190724,373.26313155690275,837.54424659881,0.23599990943728347
Aparecida d'Oeste (SP),SP,2013,3769.049535041043,553.5763380987995,450.922927934056,1004.4992660328555,0.2665126198777637
Aparecida d'Oeste (SP),SP,2014,3620.6102444757544,550.6017378667927,446.1937796086804,996.7955174754732,0.27531146689880837
Aparecida d'Oeste (SP),SP,2015,3396.7408080633663,596.9444200393075,436.83200928027577,1033.7764293195833,0.30434363047823637
Aparecida d'Oeste (SP),SP,2016,3776.7549693683195,596.9444200393075,412.16516460922196,1009.1095846485294,0.26718958281196303
Aparecida d'Oeste (SP),SP,2017,3857.518207049968,603.8465216394692,407.57190494795753,1011.4184265874267,0.2621940772020121
Aparecida d'Oeste (SP),SP,2018,4079.150584326374,643.296144711243,468.436917946098,1111.733062657341,0.2725403339923356
Aparecida d'Oeste (SP),SP,2019,4224.392032893901,705.7377871906191,519.5053311130506,1225.2431183036697,0.2900401072540425
Aparecida d'Oeste (SP),SP,2020,4464.292324561262,713.1496650022602,532.5077427296395,1245.6574077318996,0.2790268461764137
Aparecida d'Oeste (SP),SP,2021,2867.918387060077,338.813164040058,224.54082805774155,563.3539920977995,0.19643306261420418
Aparecida d'Oeste (SP),SP,2022,3716.0573457270184,591.6410578085746,379.00057500806037,970.6416328166349,0.2612020059197273
Aparecida d'Oeste (SP),SP,2023,3679.843952763443,591.6410578085746,435.3068235814288,1026.9478813900034,0.2790737581735766
Aparecida d'Oeste (SP),SP,2024,3381.6726583068908,528.2592033240812,391.53084178645275,919.790045110534,0.2719926314722157
Aparecida de Goiânia (GO),GO,2012,778.6308995991034,3.6922647787621603,3.6211341558951227,7.3133989346572825,0.009392638974927349
Aparecida de Goiânia (GO),GO,2013,729.2595686928872,2.640806501552987,2.503891826427789,5.144698327980777,0.007054687451276161
Aparecida de Goiânia (GO),GO,2014,710.1028221057285,2.5584918970102417,2.6755893974521126,5.234081294462355,0.007370878035579815
Aparecida de Goiânia (GO),GO,2015,682.6726330580155,2.728654861022976,2.826949989951368,5.555604850974344,0.008138021918482577
Aparecida de Goiânia (GO),GO,2016,661.9888463128958,2.8234204141520194,2.7121579051174787,5.535578319269498,0.00836204167200281
Aparecida de Goiânia (GO),GO,2017,656.4246574277629,2.8218064022982405,2.8272141685409724,5.6490205708392125,0.00860574097410542
Aparecida de Goiânia (GO),GO,2018,668.027263710442,2.7243055992270246,2.56150450475855,5.2858101039855745,0.00791256643422973
Aparecida de Goiânia (GO),GO,2019,632.9005664855167,3.864267551782638,4.001225544813083,7.8654930965957215,0.012427691667701668
Aparecida de Goiânia (GO),GO,2020,628.3945416043726,2.8838305721077604,2.868813745484203,5.7526443175919635,0.00915451032229643
Aparecida de Goiânia (GO),GO,2021,606.9660293073669,0.0,0.0,0.0,0.0
Aparecida de Goiânia (GO),GO,2022,582.353981997585,1.3666443056565154,1.332224032414676,2.6988683380711915,0.00463441209556696
Aparecida de Goiânia (GO),GO,2023,836.3530015846711,1.2524625852705253,1.1770160954141713,2.4294786806846966,0.0029048484026260053
Aparecida de Goiânia (GO),GO,2024,813.6580378536394,0.7827891157940784,0.7498965247283943,1.5326856405224727,0.0018836975353498221
Aparecida do Rio Doce (GO),GO,2012,6747.3265360018995,346.14982300895247,339.4813271151678,685.6311501241203,0.10161523182045198
Aparecida do Rio Doce (GO),GO,2013,3881.3277077279704,0.0,0.0,0.0,0.0
Aparecida do Rio Doce (GO),GO,2014,3885.625546593652,0.0,0.0,0.0,0.0
Aparecida do Rio Doce (GO),GO,2015,3967.1314063795853,0.0,0.0,0.0,0.0
Aparecida do Rio Doce (GO),GO,2016,6753.597868994834,0.0,0.0,0.0,0.0
Aparecida do Rio Doce (GO),GO,2017,7776.135226136664,0.0,0.0,0.0,0.0
Aparecida do Rio Doce (GO),GO,2018,4263.467141734045,0.0,0.0,0.0,0.0
Aparecida do Rio Doce (GO),GO,2019,4348.805964606733,0.0,0.0,0.0,0.0
Aparecida do Rio Doce (GO),GO,2020,4317.580140126076,0.0,0.0,0.0,0.0
Aparecida do Rio Doce (GO),GO,2021,4477.694586394716,0.0,0.0,0.0,0.0
Aparecida do Rio Doce (GO),GO,2022,6202.025020293386,0.0,0.0,0.0,0.0
Aparecida do Rio Doce (GO),GO,2023,7723.1458566693655,0.0,0.0,0.0,0.0
Aparecida do Rio Doce (GO),GO,2024,5392.9929497395715,0.0,0.0,0.0,0.0
Aparecida do Taboado (MS),MS,2012,56403.09019972793,6136.680004150542,6047.046998062471,12183.727002213014,0.21601169295989717
Aparecida do Taboado (MS),MS,2013,59362.97577728629,7437.577732959699,6258.274546202708,13695.852279162405,0.23071370833135982
Aparecida do Taboado (MS),MS,2014,59575.134769273216,6725.729296349394,6469.7951108901325,13195.524407239525,0.2214938238636653
Aparecida do Taboado (MS),MS,2015,56983.09079618778,6972.047182102242,6950.610595091805,13922.657777194047,0.24432963503140628
Aparecida do Taboado (MS),MS,2016,59771.00856856758,7038.280272338981,5923.342502479813,12961.622774818796,0.21685467729642868
Aparecida do Taboado (MS),MS,2017,54203.13576315779,6051.648896114807,5378.8815747413155,11430.530470856123,0.21088319540777428
Aparecida do Taboado (MS),MS,2018,54252.14157109104,6201.136009287034,5855.283649982791,12056.419659269824,0.22222937768219356
Aparecida do Taboado (MS),MS,2019,51522.39829966399,6130.5280492303,5468.45551371268,11598.98356294298,0.22512507076012073
Aparecida do Taboado (MS),MS,2020,61021.10131232409,5954.061338115463,5742.094175002164,11696.155513117626,0.19167394985634942
Aparecida do Taboado (MS),MS,2021,61791.157500138455,5116.521055787214,4217.96870956248,9334.489765349696,0.1510651384921666
Aparecida do Taboado (MS),MS,2022,53217.873506243224,4658.070580456938,4758.131591442341,9416.20217189928,0.17693683628291956
Aparecida do Taboado (MS),MS,2023,66493.55378239177,7581.069131496647,7167.947001445991,14749.016132942637,0.22181121768901965
Aparecida do Taboado (MS),MS,2024,66363.06701728632,8082.591673739882,6897.316330090321,14979.908003830202,0.22572657770515972
Apiacás (MT),MT,2012,17142.603228677992,1.1826395250421107,1.2590334080862355,2.441672933128346,0.0001424330307688422
Apiacás (MT),MT,2013,16817.196957505,1.20640951779777,1.1536656395534615,2.3600751573512317,0.000140337011174624
Apiacás (MT),MT,2014,16751.225638336833,0.8589817253504272,0.8032904211558659,1.662272146506293,9.92328670388165e-05
Apiacás (MT),MT,2015,16950.997442891185,0.9379131933581081,0.8131255290597682,1.7510387224178763,0.00010330004050305708
Apiacás (MT),MT,2016,17391.508284909305,0.8982965387653429,0.7832291568121178,1.6815256955774607,9.668659371174428e-05
Apiacás (MT),MT,2017,17377.632707578592,0.0,0.0,0.0,0.0
Apiacás (MT),MT,2018,17661.170935884933,0.0,0.0,0.0,0.0
Apiacás (MT),MT,2019,18450.980439124327,0.0,0.0,0.0,0.0
Apiacás (MT),MT,2020,18986.239458436645,0.0,0.0,0.0,0.0
Apiacás (MT),MT,2021,20831.96312672592,0.0,0.0,0.0,0.0
Apiacás (MT),MT,2022,22346.126579293465,0.0,0.0,0.0,0.0
Apiacás (MT),MT,2023,23298.584537815335,0.0,0.0,0.0,0.0
Apiacás (MT),MT,2024,26444.456238607807,0.0,0.0,0.0,0.0
Apiaí (SP),SP,2012,6425.165995142924,0.0,0.0,0.0,0.0
Apiaí (SP),SP,2013,7374.521095823722,0.0,0.0,0.0,0.0
Apiaí (SP),SP,2014,8514.940562016185,0.0,0.0,0.0,0.0
Apiaí (SP),SP,2015,8669.396224492744,0.0,0.0,0.0,0.0
Apiaí (SP),SP,2016,9034.739250859926,0.0,0.0,0.0,0.0
Apiaí (SP),SP,2017,10817.927954937693,0.0,0.0,0.0,0.0
Apiaí (SP),SP,2018,8456.098423874842,0.0,0.0,0.0,0.0
Apiaí (SP),SP,2019,8879.608360918084,0.0,0.0,0.0,0.0
Apiaí (SP),SP,2020,7660.3521195510075,0.0,0.0,0.0,0.0
Apiaí (SP),SP,2021,8670.8679038503,0.0,0.0,0.0,0.0
Apiaí (SP),SP,2022,9484.510158811006,0.0,0.0,0.0,0.0
Apiaí (SP),SP,2023,9602.617176864624,0.0,0.0,0.0,0.0
Apiaí (SP),SP,2024,8230.312404652017,0.0,0.0,0.0,0.0
Aporé (GO),GO,2012,25346.974037849213,830.759575221486,814.7551850764028,1645.5147602978886,0.06491957414091062
Aporé (GO),GO,2013,48009.9003926567,4057.239079658681,3846.8883515117836,7904.127431170465,0.16463536409209945
Aporé (GO),GO,2014,77987.03034673102,7410.322894431482,7749.479836620392,15159.802731051874,0.19438876776883615
Aporé (GO),GO,2015,76186.1529722696,7903.176715653823,8187.875152713691,16091.051868367515,0.2112070401326652
Aporé (GO),GO,2016,87250.44921282509,8177.652217716669,7855.395532458445,16033.047750175114,0.1837589135050366
Aporé (GO),GO,2017,83983.35911344769,8172.977452474722,8188.640309974127,16361.617762448848,0.1948197587613398
Aporé (GO),GO,2018,87019.64715720991,8465.908154579072,7959.996074221381,16425.904228800453,0.18876086913022497
Aporé (GO),GO,2019,88138.5443917996,8207.704279986323,8498.60305718299,16706.307337169314,0.1895459864064157
Aporé (GO),GO,2020,95774.70277734785,8352.622002486658,8309.127811920613,16661.74981440727,0.17396817041700102
Aporé (GO),GO,2021,114982.71485903815,8306.542173673188,8200.32134193506,16506.863515608246,0.14355952141019335
Aporé (GO),GO,2022,113327.68552952843,8373.32453427242,8162.434167832995,16535.758702105413,0.14591102452010182
Aporé (GO),GO,2023,104357.41749571003,8313.220409733112,7812.444333311563,16125.664743044676,0.1545234170221544
Aporé (GO),GO,2024,182391.02336298436,15525.31746324922,14872.947740446487,30398.265203695708,0.16666535799406526
Apucarana (PR),PR,2012,18909.781368284694,3.922470045061709,3.9295113026413717,7.851981347703081,0.0004152338514538486
Apucarana (PR),PR,2013,16785.908204744203,4.622309193369582,4.574565980106853,9.196875173476435,0.0005478926169080993
Apucarana (PR),PR,2014,21108.878440296117,3.8996963192316727,3.708213688960037,7.607910008191709,0.00036041280116846344
Apucarana (PR),PR,2015,20885.03188486299,16.182476598020283,14.702695755416041,30.885172353436324,0.001478818539694029
Apucarana (PR),PR,2016,17948.45520821577,14.42440828266404,11.16246005116014,25.586868333824178,0.001425574961020154
Apucarana (PR),PR,2017,22854.72907945214,12.04597037940271,10.300669101677421,22.346639481080132,0.000977768732387696
Apucarana (PR),PR,2018,19288.658427171646,2.7369064601423343,2.5522539225701064,5.28916038271244,0.00027421089977215207
Apucarana (PR),PR,2019,19876.275207887877,2.2435663710843583,1.7014822174333433,3.9450485885177016,0.00019848027597002248
Apucarana (PR),PR,2020,25280.175021162293,2.719089446172044,2.070008154205781,4.789097600377826,0.00018944084035687345
Apucarana (PR),PR,2021,26697.95791580452,8.856236456392704,6.316776020311388,15.173012476704091,0.0005683210874986828
Apucarana (PR),PR,2022,27574.507886472587,2.3577998841900367,1.7305779541403166,4.088377838330353,0.00014826657488005492
Apucarana (PR),PR,2023,30382.69033891683,1.407888504012405,1.1004203033724036,2.5083088073848083,8.255716591930456e-05
Apucarana (PR),PR,2024,33244.85174158764,1.3507236693816598,1.0972668135204806,2.4479904829021404,7.36351752124022e-05
Aquidauana (MS),MS,2012,30004.380823893403,4.770863024816888,4.701179287965767,9.472042312782655,0.00031568864454752484
Aquidauana (MS),MS,2013,29470.112096427347,5.30201965306063,4.461330802792385,9.763350455853015,0.0003312966853979705
Aquidauana (MS),MS,2014,30053.36599168431,4.922622061457958,4.735301517898932,9.65792357935689,0.0003213591310214374
Aquidauana (MS),MS,2015,29980.2444738922,3.8476034034221898,3.8357733794730047,7.683376782895195,0.0002562813251768556
Aquidauana (MS),MS,2016,30565.48219359756,3.099229037470441,2.60827849591553,5.7075075333859715,0.00018673049216876096
Aquidauana (MS),MS,2017,30704.046713123073,3.951675726201597,3.5123643353903913,7.464040061591988,0.00024309629708848176
Aquidauana (MS),MS,2018,30536.042893482183,3.9752570682210986,3.753547363124144,7.728804431345242,0.00025310432194195436
Aquidauana (MS),MS,2019,30949.793735541305,3.9799733366250005,3.5501521177819235,7.5301254544069245,0.00024330131304751407
Aquidauana (MS),MS,2020,31854.548726749188,3.9799733366249996,3.8382845615983747,7.818257898223374,0.0002454361530997975
Aquidauana (MS),MS,2021,33270.81091854804,3.9799733366249996,3.2810190392531027,7.260992375878102,0.00021823911637303055
Aquidauana (MS),MS,2022,34239.90711277766,3.3962439139200002,3.4691993562453334,6.865443270165334,0.00020050998525061083
Aquidauana (MS),MS,2023,35473.82812281605,3.566056109616001,3.371727754296823,6.9377838639128235,0.00019557471609472508
Aquidauana (MS),MS,2024,36894.992198115375,2.7529082878732583,2.349206795993376,5.102115083866634,0.00013828746883776965
Aracitaba (MG),MG,2012,702.2223460752421,0.9406955131182763,0.6780448165308317,1.6187403296491079,0.0023051677843867165
Aracitaba (MG),MG,2013,659.0696268846956,0.9383185138427099,0.8000958567992925,1.7384143706420025,0.002637679388836619
Aracitaba (MG),MG,2014,697.1696966546978,0.9809284267824845,0.808650413000009,1.7895788397824934,0.002566920002934173
Aracitaba (MG),MG,2015,680.8024321768904,0.8775689649873468,0.7219115364627625,1.5994805014501092,0.00234940479918045
Aracitaba (MG),MG,2016,699.4319477815156,0.8702442857381955,0.6899801280712599,1.5602244138094554,0.002230702241666589
Aracitaba (MG),MG,2017,881.4949469757131,11.417047032802554,9.249640601418918,20.66668763422147,0.023445043791942326
Aracitaba (MG),MG,2018,806.6272965369064,11.39393426631055,9.177859085186698,20.57179335149725,0.025503467883889058
Aracitaba (MG),MG,2019,821.0120892168288,11.229121182456907,9.913170950477065,21.142292132933974,0.025751499168668524
Aracitaba (MG),MG,2020,853.492564805779,12.667005737247543,10.76932991073081,23.436335647978353,0.02745933194311017
Aracitaba (MG),MG,2021,860.055373142774,10.048214670471342,8.336825100913742,18.385039771385085,0.021376576840864716
Aracitaba (MG),MG,2022,793.4130258361179,9.370831301190215,7.862317720779313,17.233149021969528,0.021720274889372806
Aracitaba (MG),MG,2023,778.1659076270936,8.192788380020353,6.945333633407625,15.138122013427978,0.019453591920506427
Aracitaba (MG),MG,2024,772.1367458234402,7.664221387760975,6.657191493687394,14.321412881448369,0.018547767554017124
Aragarças (GO),GO,2012,3856.3645506486046,153.45975486730228,150.50338835439106,303.9631432216934,0.07882116413775497
Aragarças (GO),GO,2013,4130.9522831631575,210.06415353262398,199.1732134658468,409.23736699847075,0.0990661084773192
Aragarças (GO),GO,2014,4301.303232966568,203.51640089854197,212.83097479732712,416.3473756958691,0.09679563451952171
Aragarças (GO),GO,2015,4345.068336871202,217.3497626571212,225.17941647230813,442.52917912942934,0.10184631053422877
Aragarças (GO),GO,2016,3728.306175351797,124.55904168906298,119.65054438140092,244.2095860704639,0.06550148367238662
Aragarças (GO),GO,2017,4438.482130917707,224.7697063357926,225.20045949778182,449.9701658335744,0.10137928971239048
Aragarças (GO),GO,2018,4671.953194604126,251.04733106839223,236.0450566271841,487.09238769557635,0.10425883295623421
Aragarças (GO),GO,2019,5272.047161633165,324.08839103290626,335.5747839923836,659.6631750252898,0.1251246725988962
Aragarças (GO),GO,2020,5625.061832797253,335.04867919579243,333.3039969753465,668.3526761711389,0.11881694744656306
Aragarças (GO),GO,2021,5146.4182348118575,220.5691989619435,217.74864580279535,438.3178447647389,0.08516949551434248
Aragarças (GO),GO,2022,5073.3061643822075,222.34251588181007,216.74260219669534,439.0851180785054,0.08654812145207369
Aragarças (GO),GO,2023,5991.355631373547,286.80871343284497,269.53178161611436,556.3404950489594,0.09285719781608351
Aragarças (GO),GO,2024,6306.033786657222,385.7584762633219,369.5490073861527,755.3074836494745,0.11977536264515593
Aragoiânia (GO),GO,2012,1534.9448545714158,8.30759575221486,8.147551850764028,16.45514760297889,0.010720350997608616
Aragoiânia (GO),GO,2013,1449.879217634145,5.761759639751973,5.463036712206085,11.224796351958059,0.0077418837482712746
