Cidade,uf,corr_pearson,corr_spearman
Jacarezinho (PR),PR,0.8409057053368917,0.8424242424242424
Jacareí (SP),SP,0.44943559060257093,0.49696992650327754
Jaci (SP),SP,0.862753617613976,0.7696969696969697
Jaciara (MT),MT,0.7604247179622776,0.7818181818181819
Jacinto (MG),MG,0.885957727782451,0.683349073208448
Jacupiranga (SP),SP,-0.4838848398611164,-0.4233447522064957
Jacutinga (MG),MG,0.8952193154995702,0.9636363636363636
Jacuí (MG),MG,-0.2763245808072493,0.4666666666666667
Jaguapitã (PR),PR,0.5792595199776746,0.5151515151515151
Jaguaraçu (MG),MG,0.9307619047175052,0.8909090909090909
Jaguariaíva (PR),PR,0.8114235204585241,0.8816806132678185
Jaguariúna (SP),SP,0.8285246680707781,0.5636363636363636
Jales (SP),SP,0.89713905276678,0.806060606060606
Jambeiro (SP),SP,-0.03009136859900124,-0.5103493078392206
Jampruca (MG),MG,0.9864068156537621,0.5377626435534213
Janaúba (MG),MG,0.5482958928899541,0.5515151515151515
Jandaia (GO),GO,0.8522678917348484,0.8666666666666667
Jandaia do Sul (PR),PR,0.6433778752642605,0.7090909090909091
Jangada (MT),MT,0.10821784629862372,0.01818181818181818
Januária (MG),MG,0.4130775941644673,-0.11515151515151516
Japaraíba (MG),MG,0.8164621901720818,0.8424242424242424
Japira (PR),PR,-0.12833782974249983,0.04242424242424243
Japonvar (MG),MG,0.8777411914766995,0.9151515151515152
Japurá (PR),PR,0.8159554549622499,0.4909090909090909
Jaraguari (MS),MS,-0.6931612109022818,-0.5151515151515151
Jaraguá (GO),GO,0.2709908116372131,0.12727272727272726
Jardim (MS),MS,-0.3830949105787157,-0.45454545454545453
Jardim Alegre (PR),PR,-0.29562172337042836,-0.4061811972299616
Jardim Olinda (PR),PR,0.9146238192744967,0.8666666666666667
Jardinópolis (SP),SP,0.9274227369177649,0.6484848484848484
Jarinu (SP),SP,0.1944203727841144,0.04242424242424243
Jataí (GO),GO,0.6122017139312864,0.3212121212121212
Jateí (MS),MS,0.8670166879711863,0.6121212121212121
Jaíba (MG),MG,0.8101035110496706,0.8424242424242424
Jaú (SP),SP,0.6520046535807865,0.3575757575757576
Jeceaba (MG),MG,-0.4872560284784157,0.16363636363636364
Jenipapo de Minas (MG),MG,0.7167695307327105,0.8909090909090909
Jequeri (MG),MG,0.871834701651488,0.7212121212121212
Jequitaí (MG),MG,0.23218872150763925,0.12727272727272726
Jequitibá (MG),MG,0.6386985444330024,0.5757575757575758
Jequitinhonha (MG),MG,0.9308229471749682,0.8909090909090909
Jeriquara (SP),SP,0.6771451326147938,0.7212121212121212
Jesuânia (MG),MG,0.29289583166113325,0.27589669814188345
Jesuítas (PR),PR,-0.5732689609340941,-0.15151515151515152
Joanésia (MG),MG,0.8735297522767212,0.7212121212121212
Joaquim Felício (MG),MG,0.6845799937456478,0.7575757575757576
Joaquim Távora (PR),PR,-0.3380252322719485,-0.503030303030303
Joaíma (MG),MG,-0.17047625843032688,-0.07878787878787878
Jordânia (MG),MG,0.6494979436910423,0.7818181818181819
Josenópolis (MG),MG,-0.23513542422645317,-0.17629260766721871
José Bonifácio (SP),SP,0.9126990146253637,0.9636363636363636
José Gonçalves de Minas (MG),MG,0.31817654696391956,0.8181818181818182
José Raydan (MG),MG,0.9880832099908728,0.6606060606060606
Joviânia (GO),GO,0.7390429178595876,0.7454545454545455
João Monlevade (MG),MG,0.9539082777429391,0.7691256413612886
João Pinheiro (MG),MG,0.9263842151267482,0.8303030303030303
João Ramalho (SP),SP,0.9651098486394032,0.9515151515151515
Juara (MT),MT,0.7030151631329842,0.5636363636363636
Juatuba (MG),MG,0.05390378579204286,0.475232103605349
Juiz de Fora (MG),MG,0.658949959897063,0.8424242424242424
Jumirim (SP),SP,0.662120092902893,0.7212121212121212
Jundiaí do Sul (PR),PR,0.26820546268214746,0.030303030303030304
Junqueirópolis (SP),SP,0.22949810448908983,0.15151515151515152
Juramento (MG),MG,0.8981604527985155,0.5272727272727272
Juruaia (MG),MG,0.8233211308144432,0.7454545454545455
Juscimeira (MT),MT,-0.3321955624945951,-0.4061811972299616
Jussara (PR),PR,0.393453216761567,0.3090909090909091
Juti (MS),MS,0.8213042495816543,0.7454545454545455
Juvenília (MG),MG,-0.16021195332005078,0.45454545454545453
Juína (MT),MT,-0.5562724124982837,0.23636363636363636
Júlio Mesquita (SP),SP,0.5461210717594184,0.7305542477338166
Kaloré (PR),PR,0.1664278956417643,-0.04242424242424243
Ladainha (MG),MG,0.13378159699234976,-0.04242424242424243
Ladário (MS),MS,0.8391482758306299,0.7978634243562576
Lagamar (MG),MG,-0.23218041627412622,-0.12972986097979458
Lagoa Dourada (MG),MG,-0.8415176641695503,-0.8398301526586702
Lagoa Formosa (MG),MG,-0.3619474017990373,-0.3090909090909091
Lagoa Grande (MG),MG,0.3223786990377486,0.17575757575757575
Lagoa Santa (MG),MG,0.9245346808286139,0.5151515151515151
Lagoa da Prata (MG),MG,0.7163995134470563,0.5515151515151515
Lagoa dos Patos (MG),MG,0.41858854602286116,-0.15151515151515152
Lagoinha (SP),SP,-0.047888314326130284,0.018406293574195466
Laguna Carapã (MS),MS,-0.19130114731682848,-0.22424242424242424
Lajinha (MG),MG,0.5017690131441065,0.5106406566912542
Lambari (MG),MG,-0.5048963234536266,-0.1337392196096142
Lambari D'Oeste (MT),MT,0.5613916862044067,0.503030303030303
Lamim (MG),MG,0.9441949132356976,0.793939393939394
Laranjal (MG),MG,0.9830694543437645,0.30014659175074676
Laranjal (PR),PR,0.6599846673509777,0.7818181818181819
Laranjal Paulista (SP),SP,0.9950029534189279,0.9636363636363636
Laranjeiras do Sul (PR),PR,0.7745509372416802,0.6565706694547585
Lassance (MG),MG,0.30194536654314286,0.38181818181818183
Lavras (MG),MG,0.21622556430025847,0.6727272727272727
Lavínia (SP),SP,0.9343513343900363,0.6606060606060606
Leandro Ferreira (MG),MG,-0.047886823239820686,0.018237166310401936
Leme (SP),SP,0.9039403157817211,0.6
Leme do Prado (MG),MG,0.9487471046202559,0.6727272727272727
Lençóis Paulista (SP),SP,0.35381271696955885,0.3575757575757576
Leopoldina (MG),MG,0.9828301137579283,0.8424242424242424
Leopoldo de Bulhões (GO),GO,0.42129517432815006,0.29012942659282975
Liberdade (MG),MG,0.9763897341470168,0.3575757575757576
Lidianópolis (PR),PR,-0.48902773189175297,-0.5222329678670935
Lima Duarte (MG),MG,0.37408748309989,0.8181818181818182
Limeira (SP),SP,0.4976677027093485,0.3939393939393939
Limeira do Oeste (MG),MG,0.8744452571837639,0.9272727272727272
Lindoeste (PR),PR,-0.3901835551327482,-0.28484848484848485
Lindóia (SP),SP,0.9063734105125411,0.2727272727272727
Lins (SP),SP,0.9285444557713904,0.9515151515151515
Loanda (PR),PR,0.9657413930826505,0.9757575757575757
Lobato (PR),PR,0.8647655477963261,0.6363636363636364
Londrina (PR),PR,0.5916102636948436,0.5636363636363636
Lontra (MG),MG,0.954044198551081,0.9757575757575757
Lourdes (SP),SP,0.9825912157722687,0.9636363636363636
Louveira (SP),SP,-0.005152270876782647,-0.04242424242424243
Lucianópolis (SP),SP,-0.8572094032392347,-0.5515151515151515
Lucélia (SP),SP,-0.05636117443492821,0.04242424242424243
Luisburgo (MG),MG,0.8940765939378937,0.5592731001856593
Luislândia (MG),MG,0.8371224906761962,0.4303030303030303
Luiziana (PR),PR,-0.6404057201819527,-0.8566683972885897
Luiziânia (SP),SP,0.8159240437307823,0.9030303030303031
Luminárias (MG),MG,0.9118247818597927,0.7173285415424762
Lunardelli (PR),PR,-0.614851745397078,-0.6141827746434741
Lupionópolis (PR),PR,0.5510903245837764,0.3575757575757576
Lutécia (SP),SP,0.9625579377044553,0.6363636363636364
Luz (MG),MG,0.9046953898050974,0.4909090909090909
Luís Antônio (SP),SP,0.9205224241266953,0.7333333333333333
Macatuba (SP),SP,0.3340679443816213,0.6
Macaubal (SP),SP,0.7287533552331262,0.8303030303030303
Macedônia (SP),SP,0.8100043344228488,0.8303030303030303
Machacalis (MG),MG,0.8997084820778944,0.8528249356043899
Machado (MG),MG,0.4548977729418883,0.3575757575757576
Madre de Deus de Minas (MG),MG,-0.5671771831532199,-0.8739695897586162
Magda (SP),SP,0.9672762840277422,0.8666666666666667
Malacacheta (MG),MG,0.9478078051737996,0.38181818181818183
Mambaí (GO),GO,0.7457095575363218,0.5881992022553729
Mamborê (PR),PR,-0.7023028857530007,-0.5337825136516685
Mamonas (MG),MG,0.4580773044310236,0.3939393939393939
Mandaguari (PR),PR,0.07256964765251017,-0.15151515151515152
Mandaguaçu (PR),PR,0.7038734202477246,0.8303030303030303
Manduri (SP),SP,-0.24918657445501088,0.11515151515151516
Manfrinópolis (PR),PR,0.25510857082869126,0.05454545454545454
Manga (MG),MG,0.862377253749377,0.6606060606060606
Mangueirinha (PR),PR,-0.4268374918441969,0.04242424242424243
Manhuaçu (MG),MG,-0.008417370847485573,0.44377104688644714
Manoel Ribas (PR),PR,-0.29493269197818367,-0.29012942659282975
Mantena (MG),MG,0.33581271182603895,0.47878787878787876
Mar de Espanha (MG),MG,0.5129018863875558,0.5878787878787879
Mara Rosa (GO),GO,0.9678428010937533,0.9151515151515152
Marabá Paulista (SP),SP,0.31108866022582626,0.18787878787878787
Maracaju (MS),MS,-0.5457400422025006,-0.5272727272727272
Maracaí (SP),SP,0.730306332857209,0.7575757575757576
Marapoama (SP),SP,0.9246975265496421,0.793939393939394
Maravilhas (MG),MG,0.7954540967319489,0.8303030303030303
Marechal Cândido Rondon (PR),PR,0.04646341625290572,0.23636363636363636
Maria Helena (PR),PR,0.9207615155818061,0.7575757575757576
Maria da Fé (MG),MG,0.13720156429593458,0.5393939393939394
Marialva (PR),PR,0.5161607757137011,0.4909090909090909
Mariana (MG),MG,-0.27417465031625976,0.030303030303030304
Marilac (MG),MG,-0.25898866915243024,-0.04377137796365057
Marilena (PR),PR,0.9416442984044605,0.9272727272727272
Mariluz (PR),PR,0.6394449928885699,0.44242424242424244
Maringá (PR),PR,0.09012320650869028,-0.01818181818181818
Marinópolis (SP),SP,-0.4605573767200038,-0.45454545454545453
Maripá (PR),PR,-0.03016213002383665,0.24386910579748175
Maripá de Minas (MG),MG,0.7827149226326879,0.7575757575757576
Mariápolis (SP),SP,0.5314642503916254,0.38181818181818183
Mariópolis (PR),PR,0.8803027110310179,0.7818181818181819
Marliéria (MG),MG,0.9516200016753303,0.9515151515151515
Marmeleiro (PR),PR,-0.4871970514496741,-0.44242424242424244
Marmelópolis (MG),MG,0.3741125091156135,0.48478000681923245
Marquinho (PR),PR,0.7855437195432605,0.7628725873664813
Martinho Campos (MG),MG,-0.7264760163989389,-0.37426130267530777
Martinópolis (SP),SP,0.981783395188077,0.8424242424242424
Marumbi (PR),PR,0.07353194744879113,-0.006060606060606061
Marzagão (GO),GO,0.43347666923114486,0.6565379871744698
Marília (SP),SP,0.7385118591694788,0.696969696969697
Mata Verde (MG),MG,0.6367794452805529,0.4110738898236987
Matelândia (PR),PR,-0.04480697717835404,0.4303030303030303
Materlândia (MG),MG,0.28895266416987236,0.47878787878787876
Mateus Leme (MG),MG,0.9559986724629788,0.8181818181818182
Matias Barbosa (MG),MG,0.9084376891849747,0.875383982899293
Matias Cardoso (MG),MG,0.9136915965700271,0.8666666666666667
Matinhos (PR),PR,0.14930488087597202,-0.09726488698881033
Matipó (MG),MG,-0.626979584211994,-0.2606060606060606
Mato Rico (PR),PR,-0.35223143475490076,-0.5222329678670935
Mato Verde (MG),MG,0.7638964278956534,0.6727272727272727
Matozinhos (MG),MG,0.7292033158192286,0.1563263498701806
Matupá (MT),MT,0.5794554074564353,0.6121212121212121
Matutina (MG),MG,-0.2215802612387728,-0.0518999296107682
Matão (SP),SP,0.9783714256312165,0.9030303030303031
Maurilândia (GO),GO,0.18575131886081078,0.1393939393939394
Medeiros (MG),MG,0.28218262300490615,0.12727272727272726
Medianeira (PR),PR,-0.08661238235845234,-0.04242424242424243
Medina (MG),MG,0.897270248548154,0.7454545454545455
Mendes Pimentel (MG),MG,0.9895420304557967,0.696969696969697
Mendonça (SP),SP,0.8917466350640322,0.793939393939394
Mercedes (PR),PR,0.07211899543217118,-0.10303030303030303
Mercês (MG),MG,-0.0867447490081423,0.3708223816448394
Meridiano (SP),SP,0.9215198861356149,0.7454545454545455
Mesquita (MG),MG,-0.4926032643088398,-0.5757575757575758
Mesópolis (SP),SP,0.43852245327630285,0.3333333333333333
Miguelópolis (SP),SP,0.7034589177145363,0.8909090909090909
Minas Novas (MG),MG,0.8839574513677756,0.7818181818181819
Minduri (MG),MG,0.7478446291194967,0.7659609850368814
Mineiros (GO),GO,0.9069877802427347,0.8666666666666667
Mineiros do Tietê (SP),SP,0.7821517113245118,0.3212121212121212
Mira Estrela (SP),SP,0.8711355272839963,0.6848484848484848
Mirabela (MG),MG,0.7345132950953485,0.7333333333333333
Mirador (PR),PR,0.5431757341992275,0.38181818181818183
Miradouro (MG),MG,-0.8423399798168525,-0.8424242424242424
Miranda (MS),MS,-0.4285430610271867,-0.41818181818181815
Mirandópolis (SP),SP,0.8147694768563121,0.6121212121212121
Mirante do Paranapanema (SP),SP,0.8142788826331138,0.8666666666666667
Miraselva (PR),PR,0.9597168361131864,0.9272727272727272
Mirassol (SP),SP,0.7729619228196409,0.6484848484848484
Mirassol d'Oeste (MT),MT,0.9130892321140103,0.806060606060606
Mirassolândia (SP),SP,0.9953200251267839,0.7575757575757576
Miravânia (MG),MG,0.31831469594708217,-0.2606060606060606
Miraí (MG),MG,0.9767730468885286,0.9757575757575757
Missal (PR),PR,-0.5403273560555745,-0.5393939393939394
Mococa (SP),SP,0.08380084167154961,0.05454545454545454
Moeda (MG),MG,0.9882370356702815,0.7575757575757576
Moema (MG),MG,0.9769812367973887,0.806060606060606
Mogi Guaçu (SP),SP,0.8772637706192152,0.8303030303030303
Mogi Mirim (SP),SP,0.792012608683894,0.8909090909090909
Mombuca (SP),SP,0.39696626908511323,0.5515151515151515
Monjolos (MG),MG,0.9945656451254349,0.8816806132678185
Monsenhor Paulo (MG),MG,0.9085488452882395,0.793939393939394
Montalvânia (MG),MG,0.8986267587449572,0.5272727272727272
Monte Alegre de Goiás (GO),GO,0.13000329237541838,-0.07510676161988109
Monte Alegre de Minas (MG),MG,0.9453077814235504,0.806060606060606
Monte Alegre do Sul (SP),SP,0.9301679398915319,0.17575757575757575
Monte Alto (SP),SP,0.9186872358576152,0.9151515151515152
Monte Aprazível (SP),SP,0.22933866661249322,0.2606060606060606
Monte Azul (MG),MG,0.6313174474710174,0.18787878787878787
Monte Azul Paulista (SP),SP,0.8380599406404686,0.9393939393939394
Monte Belo (MG),MG,0.9022359939136828,0.806060606060606
Monte Carmelo (MG),MG,-0.029534514595346725,0.19452977397762067
Monte Castelo (SP),SP,0.329194064657437,0.16363636363636364
Monte Formoso (MG),MG,0.8352213448623611,0.8181818181818182
Monte Mor (SP),SP,0.9869225113360329,0.9151515151515152
Monte Santo de Minas (MG),MG,0.9774296933000726,0.696969696969697
Monte Sião (MG),MG,0.9871013746364675,0.9272727272727272
Monteiro Lobato (SP),SP,0.48257287963582995,0.5222329678670935
Montes Claros (MG),MG,0.9157597800237608,0.8787878787878788
Montes Claros de Goiás (GO),GO,0.8603524192433164,0.9151515151515152
Montezuma (MG),MG,0.8876482645836633,0.9515151515151515
Montividiu (GO),GO,-0.47704634137709845,-0.5515151515151515
Monções (SP),SP,0.9965311441827003,0.9757575757575757
Morada Nova de Minas (MG),MG,-0.27730020869770644,-0.4303030303030303
Moreira Sales (PR),PR,0.955333583402962,0.806060606060606
Morretes (PR),PR,0.10400923953483877,0.16363636363636364
Morrinhos (GO),GO,0.6700130074178291,0.6363636363636364
Morro Agudo (SP),SP,0.7676186784854664,0.8666666666666667
Morro da Garça (MG),MG,0.5003963665652716,0.6484848484848484
Morro do Pilar (MG),MG,0.9541462729406756,0.9264501099011717
Morungaba (SP),SP,-0.8636827695132323,-0.6121212121212121
Mossâmedes (GO),GO,0.5475477275538586,0.6848484848484848
Motuca (SP),SP,0.4569651058884424,0.2606060606060606
Mundo Novo (GO),GO,0.7446169127139239,0.5222329678670935
Munhoz (MG),MG,0.4929020298517237,0.1337392196096142
Munhoz de Melo (PR),PR,0.5458266228364934,0.5757575757575758
Muriaé (MG),MG,0.5756906279179299,0.3575757575757576
Murutinga do Sul (SP),SP,0.998264158294697,0.9272727272727272
Mutum (MG),MG,0.4641120525816324,0.503030303030303
Muzambinho (MG),MG,0.953072666440564,0.2606060606060606
Mário Campos (MG),MG,-0.2403112343321745,-0.4061811972299616
Nacip Raydan (MG),MG,-0.5390989438710984,-0.24316221747202582
Nantes (SP),SP,-0.0915506957481814,0.030303030303030304
Nanuque (MG),MG,0.9937827796473064,0.9878787878787879
Naque (MG),MG,0.9227487734725554,0.8424242424242424
Narandiba (SP),SP,0.8873704111760699,0.7696969696969697
Natalândia (MG),MG,-0.5944108621254323,-0.4924034903808523
Natércia (MG),MG,-0.9371138692613751,-0.683349073208448
Naviraí (MS),MS,0.8666763623393127,0.7333333333333333
Nazareno (MG),MG,0.48508675307359683,0.342649337432675
Nazaré Paulista (SP),SP,0.28784135949459866,-0.34545454545454546
Nazário (GO),GO,0.9697558156403454,0.7978634243562576
Nepomuceno (MG),MG,0.6083193517668735,0.8024353176576852
Nerópolis (GO),GO,-0.03619770445572131,0.29012942659282975
Neves Paulista (SP),SP,0.6345813571929193,0.7818181818181819
Nhandeara (SP),SP,0.8805640606236709,0.8424242424242424
Ninheira (MG),MG,0.2481806730299519,0.6606060606060606
Nioaque (MS),MS,-0.6341659319538845,-0.6121212121212121
Nipoã (SP),SP,0.8985413051515905,0.7575757575757576
Niquelândia (GO),GO,0.7097971342665463,0.9757575757575757
Nobres (MT),MT,-0.3589428399483039,-0.11515151515151516
Nossa Senhora das Graças (PR),PR,0.6891575240420634,0.7090909090909091
Nossa Senhora do Livramento (MT),MT,-0.6057823503032436,-0.6363636363636364
Nova Aliança (SP),SP,0.7720889377157863,0.6848484848484848
Nova Aliança do Ivaí (PR),PR,0.8673473944723276,0.793939393939394
Nova Alvorada do Sul (MS),MS,0.48872057182557904,0.41818181818181815
Nova América (GO),GO,0.694337938611195,0.7333333333333333
Nova América da Colina (PR),PR,0.8316007410064389,0.8909090909090909
Nova Andradina (MS),MS,0.9594106540035926,0.9393939393939394
Nova Aurora (GO),GO,0.5525168582190076,-0.05454545454545454
Nova Aurora (PR),PR,-0.14493803087056922,0.28484848484848485
Nova Bandeirantes (MT),MT,-0.26577458207966737,-0.5222329678670935
Nova Belém (MG),MG,0.27928633966980293,0.44242424242424244
Nova Brasilândia (MT),MT,-0.08954452379429031,-0.11515151515151516
Nova Campina (SP),SP,-0.3462191546137184,-0.29092868272585615
Nova Canaã Paulista (SP),SP,0.9572717199139081,0.8181818181818182
Nova Cantu (PR),PR,-0.5201348285579525,-0.5294233937317223
Nova Castilho (SP),SP,0.9738518222736425,0.9272727272727272
Nova Era (MG),MG,0.9200404264384546,0.8666666666666667
Nova Esperança (PR),PR,0.22082860224848194,0.23636363636363636
Nova Esperança do Sudoeste (PR),PR,-0.3154776520021318,-0.2
Nova Europa (SP),SP,0.7401474684392996,0.696969696969697
Nova Fátima (PR),PR,0.6738865431488439,0.17575757575757575
Nova Glória (GO),GO,0.7955734152869322,0.8545454545454545
Nova Granada (SP),SP,0.830032699635365,0.7333333333333333
Nova Guataporanga (SP),SP,0.9673610488673828,1.0
Nova Iguaçu de Goiás (GO),GO,0.9209765788225903,0.806060606060606
Nova Independência (SP),SP,0.9402924543918431,0.7818181818181819
Nova Lacerda (MT),MT,0.7625284466753397,0.5757575757575758
Nova Laranjeiras (PR),PR,0.83839050042522,0.6565706694547585
Nova Londrina (PR),PR,0.9319636226456559,0.9393939393939394
Nova Luzitânia (SP),SP,0.7980501992260223,0.7696969696969697
Nova Módica (MG),MG,0.9748790076689777,0.38181818181818183
Nova Nazaré (MT),MT,-0.7840396998932636,-0.8210653934707496
Nova Odessa (SP),SP,0.9936618433689873,0.8986463755309779
Nova Olímpia (MT),MT,0.46937812683092495,0.3090909090909091
Nova Olímpia (PR),PR,0.7172436586912281,0.806060606060606
Nova Ponte (MG),MG,0.753423077405168,0.7212121212121212
Nova Porteirinha (MG),MG,0.23416670158087333,-0.09090909090909091
Nova Prata do Iguaçu (PR),PR,0.23122857470724928,0.06666666666666667
Nova Resende (MG),MG,-0.4593976095319962,-0.4255338805760452
Nova Roma (GO),GO,0.4629460835525901,0.05462309935991351
Nova Santa Bárbara (PR),PR,0.7146173410503337,0.8857162118542732
Nova Santa Helena (MT),MT,0.7283087520406542,0.5636363636363636
Nova Santa Rosa (PR),PR,0.3101501887729604,0.5757575757575758
Nova Serrana (MG),MG,-0.1672752095434746,-0.09726488698881033
Nova Tebas (PR),PR,-0.7174341813910221,-0.7696969696969697
Nova União (MG),MG,0.2226465263032419,0.12727272727272726
Nova Xavantina (MT),MT,-0.659696873631439,-0.665903429350293
Novais (SP),SP,0.7187961340828324,0.6848484848484848
Novo Cruzeiro (MG),MG,0.914574844034985,0.8181818181818182
Novo Horizonte (SP),SP,0.8769959038696531,0.6606060606060606
Novo Horizonte do Sul (MS),MS,0.9506249810337126,0.9151515151515152
Novo Oriente de Minas (MG),MG,0.8253534935851028,0.8181818181818182
Novorizonte (MG),MG,0.8871335250711793,0.8303030303030303
Nuporanga (SP),SP,0.8172562092885157,0.7212121212121212
Ocauçu (SP),SP,0.51187709162951,0.503030303030303
Olaria (MG),MG,0.9798805749167718,0.9317050452262764
Olhos-d'Água (MG),MG,0.6950744021874358,0.6
Oliveira (MG),MG,-0.7188033362625402,-0.5515151515151515
Oliveira Fortes (MG),MG,0.9714900983118206,0.812776759390954
Olímpia (SP),SP,0.038177689272247586,-0.006060606060606061
Olímpio Noronha (MG),MG,0.40841113988293865,0.21849239743965404
Onda Verde (SP),SP,0.8919705462366619,0.9757575757575757
Onça de Pitangui (MG),MG,0.5132347145606067,0.4642963445592649
Oratórios (MG),MG,0.8613532003644421,0.5151515151515151
Oriente (SP),SP,0.3808062248999745,-0.21212121212121213
Orindiúva (SP),SP,0.9624040141209328,0.8424242424242424
Orizona (GO),GO,0.1882099206944501,0.17407765595569785
Orizânia (MG),MG,-0.7805183319967062,-0.5815340215170718
Orlândia (SP),SP,0.6499401885914429,0.7696969696969697
Oscar Bressane (SP),SP,0.43780773889893576,0.41818181818181815
Osvaldo Cruz (SP),SP,0.8465827681543137,0.7454545454545455
Ourinhos (SP),SP,0.5977116937809557,0.3575757575757576
Ourizona (PR),PR,-0.0986331436348864,0.10303030303030303
Ouro Branco (MG),MG,-0.09729393414706837,0.09090909090909091
Ouro Fino (MG),MG,0.9511718969534863,0.4303030303030303
Ouro Preto (MG),MG,0.9748796341966421,0.296969696969697
Ouro Verde (SP),SP,0.7866224704292025,0.793939393939394
Ouro Verde de Goiás (GO),GO,0.2860149980691772,0.0259499648053841
Ouro Verde de Minas (MG),MG,0.9947852809526126,0.9030303030303031
Ouro Verde do Oeste (PR),PR,0.28037730181899206,0.5151515151515151
Ouroeste (SP),SP,0.9049618039642323,0.9272727272727272
Ouvidor (GO),GO,0.2562802577553045,0.32218993815043423
Pacaembu (SP),SP,0.9153143076291145,0.9272727272727272
Padre Carvalho (MG),MG,0.5087387580847746,0.5828659631828564
Padre Paraíso (MG),MG,0.9146290567765768,0.6242424242424243
Pai Pedro (MG),MG,0.923944781757158,0.7952050661173402
Paineiras (MG),MG,0.3869155041193189,0.3939393939393939
Pains (MG),MG,0.2818014927464492,0.4133757697024439
Paiva (MG),MG,0.9781378265808637,0.9726488698881033
Paiçandu (PR),PR,0.7298224595152606,0.793939393939394
Palestina (SP),SP,0.9102561023455811,0.6606060606060606
Palma (MG),MG,0.12145049623965617,0.11550205329921226
Palmares Paulista (SP),SP,0.9713811080969237,0.9515151515151515
Palmeira d'Oeste (SP),SP,0.8899683180012059,0.8545454545454545
Palmeiras de Goiás (GO),GO,-0.7190737511123666,-0.5815340215170718
Palmelo (GO),GO,0.4534921843209229,0.29012942659282975
Palminópolis (GO),GO,-0.15031784274681295,-0.22627786434233257
Palmital (PR),PR,-0.2065673929886012,-0.06748974310538337
Palmital (SP),SP,0.8086580895766509,0.7333333333333333
Palmópolis (MG),MG,0.9290054907767414,0.030303030303030304
Palotina (PR),PR,-0.10519410726682392,0.025012215979228897
Panamá (GO),GO,0.80662626549468,0.9272727272727272
Panorama (SP),SP,0.6405047727724993,0.5757575757575758
Papagaios (MG),MG,0.5946781585613754,0.6242424242424243
Paracatu (MG),MG,0.635936785045433,0.3696969696969697
Paraguaçu (MG),MG,-0.3617881942530036,-0.5092407888860745
Paraguaçu Paulista (SP),SP,0.7811780072284423,0.696969696969697
Paraibuna (SP),SP,0.7326549108598828,0.4548567185582403
Paraisópolis (MG),MG,0.8282949291372822,0.9393939393939394
Paranacity (PR),PR,0.7071894846536485,0.7696969696969697
Paranaguá (PR),PR,0.5602684988403476,0.4909090909090909
Paranaiguara (GO),GO,0.7142847230785652,0.6242424242424243
Paranapanema (SP),SP,-0.18082408393415514,-0.3696969696969697
Paranapoema (PR),PR,0.8228819717181749,0.806060606060606
Paranapuã (SP),SP,0.9673439452302413,0.8909090909090909
Paranavaí (PR),PR,0.49912194878886734,0.6
Paranaíba (MS),MS,0.8473648357449455,0.9030303030303031
Paranaíta (MT),MT,-0.31542412088612776,-0.5222329678670935
Paraopeba (MG),MG,0.19932305635899691,-0.006060606060606061
Parapuã (SP),SP,0.9222650417092145,0.793939393939394
Paraíso (SP),SP,0.7639950720536466,0.8424242424242424
Paraíso das Águas (MS),MS,0.5369293984330175,0.6606060606060606
Paraíso do Norte (PR),PR,0.34169763460711755,0.23636363636363636
Paraúna (GO),GO,0.1474839767288765,0.18787878787878787
Pardinho (SP),SP,-0.781469721714623,-0.8389096502784891
Pariquera-Açu (SP),SP,0.7245075495443168,-0.05454545454545454
Parisi (SP),SP,0.9453425028379303,0.8787878787878788
Pará de Minas (MG),MG,0.9682405375002318,0.8666666666666667
Passa Quatro (MG),MG,0.864022176639766,0.5690279135274574
Passa Tempo (MG),MG,0.9646830349230925,0.7696969696969697
Passa Vinte (MG),MG,0.930894131369228,0.296969696969697
Passabém (MG),MG,0.8694242098461035,0.7818181818181819
Passos (MG),MG,0.6894622353026983,0.5757575757575758
Patis (MG),MG,0.9230044566648526,0.7090909090909091
Pato Bragado (PR),PR,-0.14245532315356907,-0.2606060606060606
Pato Branco (PR),PR,0.6490820167737064,0.696969696969697
Patos de Minas (MG),MG,-0.8433650838441209,-0.8545454545454545
Patrocínio (MG),MG,-0.7176947643432893,-0.6242424242424243
Patrocínio Paulista (SP),SP,0.05155741271970085,-0.12727272727272726
Patrocínio do Muriaé (MG),MG,0.9952675645285701,0.7333333333333333
Paula Cândido (MG),MG,-0.41004386497209017,-0.09090909090909091
Paula Freitas (PR),PR,0.5375322932007944,0.6
Paulicéia (SP),SP,0.49710579859251663,0.6242424242424243
Paulistas (MG),MG,0.9072246807799116,0.9636363636363636
Paulistânia (SP),SP,0.9848178556866322,0.9757575757575757
Paulo Frontin (PR),PR,0.6206711658817284,0.6848484848484848
Paulo de Faria (SP),SP,0.7108366642083406,0.7333333333333333
Paulínia (SP),SP,0.9932416342691047,0.6443798763008685
Pavão (MG),MG,0.983791172415069,0.894186721257433
Peabiru (PR),PR,-0.4293833982448428,-0.34545454545454546
Pederneiras (SP),SP,0.6899600880919463,0.41818181818181815
Pedra Azul (MG),MG,0.6901445409782865,0.7818181818181819
Pedra Bela (SP),SP,0.395414469792069,0.12727272727272726
Pedra Bonita (MG),MG,0.5711141573550299,0.3751832396884334
Pedra Dourada (MG),MG,0.4575475081527011,0.2606060606060606
