Cidade,uf,share_cana_mean,share_cana_median,solos_pipeline_total,solos_cana_atribuivel_total,n_anos
Matutina (MG),MG,0.0011579510010116623,0.0,16082.77376181475,16.867144020053374,10
Matão (SP),SP,0.35571561061027507,0.357865784259924,370866.2018667619,132281.9913902539,10
Maurilândia (GO),GO,0.17866451775056447,0.18308429822532363,543456.1303036391,95527.55793262701,10
Mauá (SP),SP,0.0,0.0,925.1646823824308,0.0,10
Mauá da Serra (PR),PR,0.0,0.0,49151.23413606985,0.0,10
Medeiros (MG),MG,0.02147404694722043,0.022462436196646465,201934.88181191325,4304.506120585099,10
Medianeira (PR),PR,0.0016262379595709299,0.0015174965233343037,192856.82282562996,309.2000828249794,10
Medina (MG),MG,0.007408575909044692,0.006377706214141994,36175.8022950676,279.14962458841393,10
Mendes Pimentel (MG),MG,0.012080234394466137,0.004964647806910317,23814.99806368381,330.3936900772804,10
Mendonça (SP),SP,0.3670916560127043,0.3583531947093347,149266.24667294355,54872.401005685875,10
Mercedes (PR),PR,0.0003873630831271169,0.0003551322689303391,112937.2378336442,43.35514295604002,10
Mercês (MG),MG,0.007856776887342078,0.007716822020252282,21814.185472773974,170.0635236292756,10
Meridiano (SP),SP,0.35983723421866787,0.35748577121013625,130185.08895547263,46417.466868809446,10
Mesquita (MG),MG,0.008778020838139087,0.008671189188003633,14582.038399174007,127.24695725401023,10
Mesópolis (SP),SP,0.3776577188489421,0.36935949676091295,113685.80734408798,42762.760562928735,10
Miguelópolis (SP),SP,0.3072636782390667,0.3130981653280046,904848.3312166076,277422.6103716162,10
Mimoso de Goiás (GO),GO,0.0,0.0,248115.3837409385,0.0,10
Minas Novas (MG),MG,0.022626173436880805,0.02463936750917914,54912.57300983307,1258.5303866560057,10
Minaçu (GO),GO,0.0,0.0,62922.7088017343,0.0,10
Minduri (MG),MG,0.0006318014488332303,0.0006965014674995807,101251.63547988654,69.27734693146498,10
Mineiros (GO),GO,0.10878948613798183,0.11059670194500573,3929158.3655666676,422573.6783323846,10
Mineiros do Tietê (SP),SP,0.3919792616200832,0.38897285041725327,195951.4707800254,76739.75593021554,10
Mira Estrela (SP),SP,0.2256772902024647,0.22639121634352116,35960.75364601871,8273.443207944054,10
Mirabela (MG),MG,0.01254923983856798,0.012241291980694128,21575.51347832165,271.29534564703096,10
Miracatu (SP),SP,0.0,0.0,20951.290726787007,0.0,10
Mirador (PR),PR,0.12079487261216548,0.11786314168202464,390576.0007159122,46678.58729388561,10
Miradouro (MG),MG,0.005685047624036579,0.005635145673133135,24831.747998773113,140.1178175598432,10
Miranda (MS),MS,0.0001776203649786386,0.00018089774547368578,320353.2748325533,52.80249071254553,10
Mirandópolis (SP),SP,0.3658393998048711,0.3657752719505342,463859.27342298796,169420.70957324206,10
Mirante do Paranapanema (SP),SP,0.309596313997084,0.30625156869166203,442384.5433366843,135974.0319391577,10
Miraselva (PR),PR,0.12240319215278453,0.12376299792036372,136065.31192851558,16243.631856841039,10
Mirassol (SP),SP,0.34858487107707503,0.3458768375522763,161601.37959434924,56323.47327949552,10
Mirassol d'Oeste (MT),MT,0.07915026448394911,0.07947286108703769,606586.9350869082,47159.44714965355,10
Mirassolândia (SP),SP,0.3470970372973746,0.347440139587046,98372.90851381554,35534.042587258584,10
Miravânia (MG),MG,0.012348803256166252,0.011086466848041529,12626.359641376801,156.14244741303503,10
Miraí (MG),MG,0.011210644358925336,0.011065788213290254,23474.979729039467,274.71698826192915,10
Missal (PR),PR,0.0021767440091196035,0.0028651257166292057,201829.84643780722,424.6929830791528,10
Mococa (SP),SP,0.3205432977211934,0.3266922107793706,445771.84829959436,142210.66664710475,10
Moeda (MG),MG,0.014109350255786763,0.006048638844793778,5618.342078067122,102.04363977557014,10
Moema (MG),MG,0.11103803514074946,0.12043072283191679,51730.712416157854,5994.062391835934,10
Mogi Guaçu (SP),SP,0.24150059226321097,0.23761805000179248,274339.9936000465,66895.61194990537,10
Mogi Mirim (SP),SP,0.23913381331301942,0.2526055723710426,191398.6608394514,46032.90721451948,10
Mogi das Cruzes (SP),SP,0.0,0.0,16002.859695834566,0.0,10
Moiporá (GO),GO,0.0,0.0,25480.092631945434,0.0,10
Mombuca (SP),SP,0.3937336615285954,0.3914097369757091,116831.8026677498,45829.660992541096,10
Mongaguá (SP),SP,0.0,0.0,2219.2962820314992,0.0,10
Monjolos (MG),MG,0.01735387027957342,0.015001703600268358,16516.968260696198,405.7641435833774,10
Monsenhor Paulo (MG),MG,0.003187786320492879,0.0030590679685484237,32772.002969107074,103.75290563797819,10
Montalvânia (MG),MG,0.005095425287610091,0.002363030860192393,46215.31426979073,271.47022541845706,10
Monte Alegre de Goiás (GO),GO,0.00077211303073164,0.0,86818.23447552488,68.04046469985096,10
Monte Alegre de Minas (MG),MG,0.054635073770074837,0.05571045035992072,852378.0586413243,47572.931474491816,10
Monte Alegre do Sul (SP),SP,0.057283918425256986,0.055815781218496355,7747.528692858074,446.7921103779567,10
Monte Alto (SP),SP,0.33651863654133723,0.33975325376219845,204007.10042558407,68623.55044079448,10
Monte Aprazível (SP),SP,0.3531317198226611,0.3540729061558451,326940.5896750244,115115.3199487374,10
Monte Azul (MG),MG,0.0004192996498130153,0.0003149410264066838,57562.53631252301,24.834381950370805,10
Monte Azul Paulista (SP),SP,0.3787524316466694,0.37465143114330857,238602.89686967662,90095.93113463881,10
Monte Belo (MG),MG,0.11659682020954701,0.11635454826048934,284180.4193578367,33477.27687536963,10
Monte Carmelo (MG),MG,0.00015309793003248125,0.00015303748357662706,383383.07128135127,53.586576021151274,10
Monte Castelo (SP),SP,0.36924514139878556,0.3719219927057442,138756.62434382053,51155.12699139075,10
Monte Formoso (MG),MG,0.010468892916897145,0.006454602521299388,11736.045969083689,128.64867065496864,10
Monte Mor (SP),SP,0.33668784872661417,0.37036323318013115,135025.68393780035,49684.58676469617,10
Monte Santo de Minas (MG),MG,0.08433497566353326,0.07696283899004497,159180.2171148826,14532.66596030933,10
Monte Sião (MG),MG,0.023598144430928603,0.004332048239685557,32609.603964294798,1231.5311258775862,10
Monteiro Lobato (SP),SP,0.0004873435731066712,0.0,10303.167375302375,5.148518289023109,10
Montes Claros (MG),MG,0.008881403429858022,0.0060655489282838305,142192.04304608545,1326.5324694979215,10
Montes Claros de Goiás (GO),GO,0.0508240928012065,0.05088256823294382,585907.1685086405,30177.66696685332,10
Montezuma (MG),MG,0.030895013808024528,0.027940937225868524,22591.54802643439,759.2208890983849,10
Montividiu (GO),GO,0.008043216103119083,0.004032849904676349,2286305.953767179,15240.865554912103,10
Montividiu do Norte (GO),GO,0.0,0.0,76384.69561499357,0.0,10
Monções (SP),SP,0.3505541294151253,0.3326896609273704,55142.87507298649,20777.686292108305,10
Morada Nova de Minas (MG),MG,0.0011197895034026656,0.0003152392019832213,179869.87239711932,165.13500124288873,10
Moreira Sales (PR),PR,0.08041773618991757,0.0904183175590875,322938.2402613794,27707.540805139946,10
Morretes (PR),PR,0.01734721080974418,0.018508109691314098,25171.264516976982,435.0304372256826,10
Morrinhos (GO),GO,0.13315612277147695,0.1333134505329278,1238979.9016790485,161234.43203221823,10
Morro Agudo (SP),SP,0.3812235600432902,0.3845849354566953,1677079.5218891252,639338.7759046335,10
Morro Agudo de Goiás (GO),GO,0.0,0.0,16863.419397289836,0.0,10
Morro da Garça (MG),MG,0.007006861551902983,0.0075471687310937376,24699.53303642264,174.4952777461431,10
Morro do Pilar (MG),MG,0.02575998966802199,0.023820212165464972,10913.177162786456,312.7079651362154,10
Morungaba (SP),SP,0.0016855968506228024,0.001015134722163674,15253.282923439983,23.198235972474233,10
Mossâmedes (GO),GO,0.04762693242564216,0.04650900509247803,67804.36811196801,3067.9178542479885,10
Motuca (SP),SP,0.39395697859652784,0.38820049400447215,212143.7208189571,83294.9862468202,10
Mozarlândia (GO),GO,0.0,0.0,109775.48486641565,0.0,10
Mundo Novo (GO),GO,5.2144893478490976e-05,0.0,158072.71308571153,15.326856405224724,10
Mundo Novo (MS),MS,0.0,0.0,92442.18581160197,0.0,10
Munhoz (MG),MG,0.000676216242741148,0.0007250597281981162,26251.60614785661,18.30440290397383,10
Munhoz de Melo (PR),PR,0.07439888958781407,0.07538795325174097,163014.48972261001,12014.217586113056,10
Muriaé (MG),MG,0.006311826597716473,0.0061917594522593634,59237.62341217093,375.5010024537816,10
Murutinga do Sul (SP),SP,0.3342595832299606,0.32457888446771527,104228.94828583799,36729.21614962767,10
Mutum (MG),MG,0.001675050715975077,0.0012792319700164051,87631.26447145904,147.7466700549315,10
Mutunópolis (GO),GO,0.0,0.0,58994.18805091248,0.0,10
Muzambinho (MG),MG,0.0010281502633532886,0.0009640908204498718,71060.77223888066,79.03651255015752,10
Mário Campos (MG),MG,0.0006559314389894123,0.0,518.7529231011054,0.2870373282530758,10
NA (GO),GO,0.0,0.0,155664.56271692307,0.0,10
NA (MG),MG,0.0,0.0,91964.08965139181,0.0,10
NA (MS),MS,0.0,0.0,84376.27753170708,0.0,10
NA (MT),MT,0.0,0.0,2142931.2233127104,0.0,10
NA (PR),PR,0.0,0.0,3070.4560638745706,0.0,10
NA (SP),SP,0.0,0.0,10562.181720751105,0.0,10
Nacip Raydan (MG),MG,0.0002783245617748443,0.0002939525660438493,11694.678571350578,3.196605017452486,10
Nantes (SP),SP,0.17074471331857405,0.16221339037960722,221633.26119819665,37774.72016880708,10
Nanuque (MG),MG,0.04829769596071973,0.04055343521651908,160007.85807120454,8815.592432897587,10
Naque (MG),MG,0.010888706638737755,0.0057414938285389495,7335.233232821735,85.38464400564432,10
Narandiba (SP),SP,0.3999402032803233,0.3914256512353714,338603.92796747765,135166.2213162119,10
Natalândia (MG),MG,0.003848121426430081,0.00038335612134962713,32518.34192512709,107.43181511457644,10
Natividade da Serra (SP),SP,0.0,0.0,26425.167352749413,0.0,10
Natércia (MG),MG,0.00036279467510388994,0.0,15799.32020772816,4.592684860610348,10
Naviraí (MS),MS,0.051574797322107443,0.058341132609158575,1497134.4284090395,81396.786967491,10
Nazareno (MG),MG,0.00041751156450941075,6.940176690722652e-05,63362.593801398565,29.539695800778134,10
Nazaré Paulista (SP),SP,0.021837651822792622,0.02196515613528923,11162.996449674496,243.71393905324382,10
Nazário (GO),GO,0.04475258866523191,0.0,47288.02555437662,4541.062275187736,10
Nepomuceno (MG),MG,0.0006773797325090342,0.0008830005531227994,97642.32353507218,68.09190904690796,10
Nerópolis (GO),GO,0.0028066644254469294,0.0,14418.597714980471,38.38417897036821,10
Neves Paulista (SP),SP,0.3578363111545821,0.3568221690847936,166062.8475070043,59169.29824546575,10
Nhandeara (SP),SP,0.3593983296141688,0.36583175424993875,241765.8211519013,87282.60005446753,10
Ninheira (MG),MG,0.003358624317904886,0.002251623130334404,32834.770021197946,111.11244474197093,10
Nioaque (MS),MS,0.0016458625229486545,9.450856795029515e-05,278683.90897767385,376.9500382654265,10
Nipoã (SP),SP,0.3737045252769371,0.3769023271586094,98992.98816122465,37104.645281617726,10
Niquelândia (GO),GO,0.0008974732973078511,0.0002643355079189185,623452.9483727871,712.3157044764691,10
Nobres (MT),MT,9.860946591707721e-05,6.28340305142951e-05,611547.5413259547,55.60598950034955,10
Nortelândia (MT),MT,0.0,0.0,364758.7369231452,0.0,10
Nossa Senhora das Graças (PR),PR,0.1228052120625928,0.12425839198528801,364693.8875541204,44181.947850198296,10
Nossa Senhora do Livramento (MT),MT,0.0034910205312610916,0.003952154419049375,168855.70334811986,571.3717623178961,10
Nova Aliança (SP),SP,0.39485859153525776,0.38729965261592625,187052.40804558631,73632.22755781682,10
Nova Aliança do Ivaí (PR),PR,0.1184625371575184,0.12172221801521207,153623.35560101573,17863.269812846473,10
Nova Alvorada do Sul (MS),MS,0.22121001749542524,0.22969646741280778,2865146.174175967,625382.0251940016,10
Nova América (GO),GO,0.14763732047919653,0.14872865337634744,35101.77396404494,5135.91916714773,10
Nova América da Colina (PR),PR,0.06914155800926533,0.07683843667833079,139451.2636387446,9904.279894202262,10
Nova Andradina (MS),MS,0.18606880879847681,0.18461240422255598,1690715.0546117707,311567.31291336793,10
Nova Aurora (GO),GO,0.009754275712747576,0.011050052387979655,22420.12367946558,222.85712097584386,10
Nova Aurora (PR),PR,0.0004482703911032515,5.463727266289309e-05,480777.05111928313,209.13773982847522,10
Nova Bandeirantes (MT),MT,5.402863828826399e-05,0.0,353917.37896417134,14.591989353482305,10
Nova Belém (MG),MG,0.0005681579617473143,0.00019405466925747665,18663.734111899856,11.380032029459558,10
Nova Brasilândia (MT),MT,0.00020816939022682643,0.00020027296505583032,213361.95568466702,41.85178169776023,10
Nova Campina (SP),SP,0.0004983024531246025,0.0003645138510734607,15037.73171331541,6.701865662214229,10
Nova Canaã Paulista (SP),SP,0.296788598361174,0.3044618825572105,33103.145185179725,9860.469384298203,10
Nova Canaã do Norte (MT),MT,0.0,0.0,778274.8855994863,0.0,10
Nova Cantu (PR),PR,3.5743881476596954e-06,0.0,277136.26589447394,0.7944523281673882,10
Nova Castilho (SP),SP,0.3257337690670236,0.3112270023547753,95105.53925435491,31219.715028088453,10
Nova Crixás (GO),GO,0.0,0.0,542836.411041645,0.0,10
Nova Era (MG),MG,0.016109596124009973,0.013632077587336552,11538.250000912714,188.86932287099415,10
Nova Esperança (PR),PR,0.10189923045694127,0.10299855429163422,367365.1674488508,36972.73298483277,10
Nova Esperança do Sudoeste (PR),PR,0.0011206756347322511,0.0012083385054654718,34398.17395602994,37.54817428897378,10
Nova Europa (SP),SP,0.37527468599933783,0.37171853048876435,143661.84303030782,53698.47849410882,10
Nova Fátima (PR),PR,0.021101978447020008,0.021144461913686498,195824.37702074656,4234.488645612769,10
Nova Glória (GO),GO,0.20249187709387542,0.20740355245833897,396239.76724560844,78542.07426454074,10
Nova Granada (SP),SP,0.3428740399729403,0.33638114696806765,311269.6731940409,106670.43193677245,10
Nova Guarita (MT),MT,0.0,0.0,228447.48082278576,0.0,10
Nova Guataporanga (SP),SP,0.347291260391014,0.3490128805076499,15920.28819222748,5562.579928198337,10
Nova Iguaçu de Goiás (GO),GO,0.0018467944971748205,0.0022522252748127455,26729.489511350697,51.34742504450551,10
Nova Independência (SP),SP,0.3868427261401196,0.38456905920891904,171812.26031700431,66092.25291425001,10
Nova Lacerda (MT),MT,5.664932496646456e-05,5.5636268419158584e-05,383017.5917400096,19.347473942543683,10
Nova Laranjeiras (PR),PR,0.0010024956066810818,0.0005912648048691524,149291.6945765496,178.00490152607358,10
Nova Lima (MG),MG,0.0,0.0,1452.6292593403969,0.0,10
Nova Londrina (PR),PR,0.12222679786180062,0.12344647167056277,334711.7045528715,39957.84432226901,10
Nova Luzitânia (SP),SP,0.3435133873836934,0.3520733216976204,36697.197919509024,12503.612615000637,10
Nova Marilândia (MT),MT,0.0,0.0,228295.7149142997,0.0,10
Nova Maringá (MT),MT,0.0,0.0,2447518.352497033,0.0,10
Nova Monte Verde (MT),MT,0.0,0.0,293177.8920508514,0.0,10
Nova Mutum (MT),MT,0.0,0.0,6220455.517341483,0.0,10
Nova Módica (MG),MG,0.0009266332522640381,0.00031473636493596895,26183.429862474186,24.99879820550663,10
Nova Nazaré (MT),MT,0.0002399379358464416,0.0001868576621427384,191100.37652436443,36.071771601224185,10
Nova Odessa (SP),SP,0.19972388887440143,0.17176085936342048,32806.6284429645,11924.991626490073,10
Nova Olímpia (MT),MT,0.09270665546789256,0.09100119003333564,1853334.1141547302,164431.12891032224,10
Nova Olímpia (PR),PR,0.11855575797005258,0.12078722709032316,127434.20343535706,14974.689741466571,10
Nova Ponte (MG),MG,0.07205195140257323,0.07222385143023363,974680.0274778766,70198.72706432673,10
Nova Porteirinha (MG),MG,0.011508348369080906,0.00949524221794891,13567.581294592976,156.26404502744177,10
Nova Prata do Iguaçu (PR),PR,0.000618191951797324,0.0005584788278394256,174892.1352918318,106.62197613712333,10
Nova Resende (MG),MG,0.00019867922576572217,0.00024192813010637986,81468.19311508343,15.729756831663249,10
Nova Roma (GO),GO,0.0038760814004482023,0.0,47687.19961099293,194.1042467169643,10
Nova Santa Bárbara (PR),PR,0.005550933220755944,0.004281402590031834,51156.14641274111,310.9739557310659,10
Nova Santa Helena (MT),MT,6.071629692488062e-05,5.469727086435091e-05,429351.3568119794,19.347473942543687,10
Nova Santa Rosa (PR),PR,0.0036927896805087875,0.003921973410406254,218960.51521796372,806.1308688878129,10
Nova Serrana (MG),MG,0.002156339215927758,0.0024080358992914063,13074.543366946766,28.12437133722321,10
Nova Tebas (PR),PR,0.0004901097108313307,0.0003817020000477401,124796.7783527827,54.882804172723745,10
Nova Ubiratã (MT),MT,0.0,0.0,6434078.557625425,0.0,10
Nova União (MG),MG,0.021469989745624623,0.021872834992420945,9428.030611372384,200.88939581268085,10
Nova Veneza (GO),GO,0.0,0.0,8494.51100378077,0.0,10
Nova Xavantina (MT),MT,7.748279115390807e-05,6.393250349925827e-05,703152.7837158402,48.09569546829893,10
Novais (SP),SP,0.37742784838657206,0.3726815733389288,89587.79580113298,33620.001319632924,10
Novo Brasil (GO),GO,0.0,0.0,38048.38358528463,0.0,10
Novo Cruzeiro (MG),MG,0.02650957355285478,0.02043290293240008,68063.84693214366,1937.2412745123681,10
Novo Gama (GO),GO,0.0,0.0,8802.21318177256,0.0,10
Novo Horizonte (SP),SP,0.38565948695480723,0.3807564573985136,777782.296818645,300043.34964374284,10
Novo Horizonte do Norte (MT),MT,0.0,0.0,115428.9277520644,0.0,10
Novo Horizonte do Sul (MS),MS,0.18596606210885694,0.1865234209189633,393929.55722333596,73746.18797827807,10
Novo Itacolomi (PR),PR,0.0,0.0,46497.865841460894,0.0,10
Novo Mundo (MT),MT,0.0,0.0,779397.9496047909,0.0,10
Novo Oriente de Minas (MG),MG,0.00845172628605102,0.006526840808618088,22878.150367176226,199.5351326961727,10
Novo Planalto (GO),GO,0.0,0.0,132364.14544777886,0.0,10
Novo Santo Antônio (MT),MT,0.0,0.0,46401.02532171558,0.0,10
Novo São Joaquim (MT),MT,0.0,0.0,1175077.7696740874,0.0,10
Novorizonte (MG),MG,0.05211881937925446,0.053435632495101595,11135.316622864513,593.3736505628269,10
Nuporanga (SP),SP,0.37135775715027564,0.3708932713469246,415106.99109204044,154263.62908545195,10
Ocauçu (SP),SP,0.18150195026601862,0.17746659792131386,80790.37567804563,14524.856296000558,10
Olaria (MG),MG,0.03726653549556782,0.05693356437115298,8058.615754393201,372.1470071225324,10
Olhos-d'Água (MG),MG,0.01789676982404188,0.01765934504595158,24720.610475426078,445.4798917345436,10
Oliveira (MG),MG,0.00531625579024607,0.00635028591361146,71396.19769310724,351.5031251367391,10
Oliveira Fortes (MG),MG,0.006622282585769404,0.0,7012.234995147846,51.21231799718186,10
Olímpia (SP),SP,0.3932885659143076,0.38723555840205565,751582.6784409562,294488.0041895476,10
Olímpio Noronha (MG),MG,0.0007991975881288455,0.0,4790.144121436186,3.977297507851113,10
Onda Verde (SP),SP,0.3701826419607976,0.3685615353233228,168026.05535276138,61950.51917379511,10
Onça de Pitangui (MG),MG,0.005231584556219653,0.0,10820.584709916788,59.909480228409855,10
Oratórios (MG),MG,0.11462554557341982,0.1185761312335496,31708.57660307058,3628.717784362952,10
Oriente (SP),SP,0.25262171849076726,0.2838638979638922,81981.0741747648,21087.383851133447,10
Orindiúva (SP),SP,0.36775740223452075,0.3662393626893684,250346.03297262976,91485.40899195925,10
Orizona (GO),GO,8.579863424319165e-05,0.0,467610.95591570396,46.49146442918166,10
Orizânia (MG),MG,0.004077864051949787,0.00013982932216616853,20246.661201424533,69.7466094079415,10
Orlândia (SP),SP,0.3834881696723773,0.3872173559900216,303383.96415510174,115977.07305938208,10
Ortigueira (PR),PR,0.0,0.0,446830.1824815446,0.0,10
Osasco (SP),SP,0.0,0.0,957.4378123808643,0.0,10
Oscar Bressane (SP),SP,0.15374124631482308,0.14693279384494068,57901.67685432084,8870.646565236846,10
Osvaldo Cruz (SP),SP,0.2984362027167751,0.29261955203694945,71116.3990467041,21304.45751243735,10
Ourinhos (SP),SP,0.35585233631398355,0.3517829862106548,324185.3664750417,114995.85905497936,10
Ourizona (PR),PR,0.026609222565594955,0.026297068230223708,212691.8985552033,5574.615652321783,10
Ouro Branco (MG),MG,0.005631762909823994,0.0064820625588444935,9627.924886279532,52.878104151468484,10
Ouro Fino (MG),MG,0.03731517918799178,0.03377792027451728,63102.092802235624,2452.8581716475633,10
Ouro Preto (MG),MG,0.014438189222209713,0.013782107865936907,20680.30002762967,316.45227703313776,10
Ouro Verde (SP),SP,0.3581595476923908,0.3578737939094513,163255.75055642586,57982.45748346177,10
Ouro Verde de Goiás (GO),GO,0.0010217990899294266,0.0,19671.864572093742,22.2276441952708,10
Ouro Verde de Minas (MG),MG,0.017367762124086326,0.012284104388417838,12055.669505931302,249.31026845521285,10
Ouro Verde do Oeste (PR),PR,0.000331601220563979,0.00039138145987019997,183119.10163892107,60.393486089674916,10
Ouroeste (SP),SP,0.35535513427672333,0.34972141061114825,164580.6157596866,58400.999654812134,10
Ouvidor (GO),GO,0.0035575539034848488,0.0038479312301796594,49826.2201186893,174.11890428792398,10
Pacaembu (SP),SP,0.30427546109618,0.30249255981677625,147410.65601258766,45086.357088686076,10
Padre Bernardo (GO),GO,0.0,0.0,665536.7111977403,0.0,10
Padre Carvalho (MG),MG,0.008968709596252396,0.011759089508686645,7402.192965723876,69.22594801814013,10
Padre Paraíso (MG),MG,0.025551352420107854,0.021223403119210178,17524.407904999585,467.6518868643668,10
Pai Pedro (MG),MG,0.00023639790018870183,9.334144483569223e-05,45758.20385528909,11.514050536265625,10
Paineiras (MG),MG,0.011487236058330793,0.01118157847129898,33218.749577338654,381.9517462082331,10
Pains (MG),MG,0.0007709523076135599,0.0009064954446941096,52833.319119511725,39.500955564034435,10
Paiva (MG),MG,0.036058001139762624,0.0391280596711055,5096.001904033134,200.64826879972355,10
Paiçandu (PR),PR,0.07348601227353915,0.07091815348118705,287452.5548616436,21028.1871427074,10
Palestina (SP),SP,0.3797409924961273,0.38292236311450617,580734.0092247551,220371.97313303364,10
Palestina de Goiás (GO),GO,0.0,0.0,215530.66333236586,0.0,10
Palma (MG),MG,0.0026171863511664597,0.0032329655392676613,19906.924988609404,52.13012889692934,10
Palmares Paulista (SP),SP,0.37468218851874974,0.3789933081234951,94663.9439660784,35298.66373876509,10
Palmas (PR),PR,0.0,0.0,267449.6310468913,0.0,10
Palmeira (PR),PR,0.0,0.0,574757.1903450233,0.0,10
Palmeira d'Oeste (SP),SP,0.10329263496142302,0.10673729824131906,34054.81833021588,3650.240722477617,10
Palmeiras de Goiás (GO),GO,0.0037995872024088793,0.004211996085303895,413600.83229884994,1144.719093184024,10
Palmelo (GO),GO,0.0002433344292144328,0.0,12791.993495732353,5.364399741828654,10
Palminópolis (GO),GO,0.05562593968307107,0.05010291733823142,72128.03129917357,3814.5987624739914,10
Palmital (PR),PR,0.0009137560998714196,0.00043601734697997836,110345.38232849006,94.96083701439906,10
Palmital (SP),SP,0.2123380449980301,0.21071974449927935,691602.8298468376,146119.35180303475,10
Palmópolis (MG),MG,0.004154405121944432,0.0004129808317138261,24528.934351539523,116.87933344121058,10
Palotina (PR),PR,0.00014598119344842313,0.00017534145829485804,695265.772446745,99.21790218905443,10
Panamá (GO),GO,0.16548097196235728,0.17306717408512656,312258.521757346,50538.6656681344,10
Panorama (SP),SP,0.3489286167130151,0.34610162776516,154117.64728557845,53581.06110344571,10
Papagaios (MG),MG,0.004708876198835725,0.004027785412781334,35352.19656332793,168.43478735330004,10
Paracatu (MG),MG,0.05879996114446319,0.06018941137363443,3147316.7103165886,183799.00040260353,10
Paraguaçu (MG),MG,0.0010999655372319012,0.00014336290455395655,138212.5720454666,132.37184165057272,10
Paraguaçu Paulista (SP),SP,0.36005999266520433,0.3600071807570119,835667.623169879,301289.3386676375,10
Paraibuna (SP),SP,0.00038346042107582315,0.0,28942.909540821824,11.39360866424647,10
Paraisópolis (MG),MG,0.02867617328107765,0.030053527748661216,25486.22712945583,739.9789675954562,10
Paranacity (PR),PR,0.12492414079094538,0.12506450466787478,688641.2710583799,85377.63030960805,10
Paranaguá (PR),PR,0.009831082463804191,0.00905864424550941,24624.084156916055,242.90104265256872,10
Paranaiguara (GO),GO,0.20311250654866675,0.20658599758706042,710968.5074601866,141619.08851393173,10
Paranapanema (SP),SP,0.04034192869432964,0.03786929217009545,435021.53248537495,17236.503540277703,10
Paranapoema (PR),PR,0.11970488485982814,0.12125824067432078,258469.2411418257,30315.22974207752,10
Paranapuã (SP),SP,0.3880435455922948,0.38237455679600163,105752.00764697511,40764.430798395326,10
Paranatinga (MT),MT,0.0,0.0,2977601.3432686673,0.0,10
Paranavaí (PR),PR,0.11198829662942844,0.11369062645715261,684546.943857871,76056.10927122993,10
Paranaíba (MS),MS,0.10235788013907529,0.10048325353183646,557513.5641546824,58066.521815276086,10
Paranaíta (MT),MT,6.707602076666384e-06,0.0,338435.80774793046,1.2159991127901917,10
Paranhos (MS),MS,0.0,0.0,187172.33614576637,0.0,10
Paraopeba (MG),MG,0.013600760913825127,0.01357840822880467,30242.757461529807,410.6245603468304,10
Parapuã (SP),SP,0.29545052282443773,0.2982386672115577,179001.0083481686,52822.15888560242,10
Paraíso (SP),SP,0.3829760528346774,0.38865505619590157,144738.23622378675,55366.44750424505,10
Paraíso das Águas (MS),MS,0.10132968983677779,0.10369046900103188,1198941.3019182612,121100.85575005526,10
Paraíso do Norte (PR),PR,0.1172436019712374,0.11721038601383105,401223.77186100197,46347.53565154757,10
Paraúna (GO),GO,0.05806573714510375,0.054025424491580674,2153886.3004406714,118384.22875961472,10
Pardinho (SP),SP,0.011857624288999892,0.01374977700893106,46803.848275080854,526.5960400761161,10
Pariquera-Açu (SP),SP,0.001552261322866354,0.0015627750659366556,13393.171672159307,21.255050418584254,10
Parisi (SP),SP,0.2598302603094934,0.2559604909185714,29692.12517671288,7819.7500890298525,10
Pará de Minas (MG),MG,0.008359687522771803,0.006284222911192316,26736.01802202094,239.80020042731255,10
Passa Quatro (MG),MG,0.0030951017679172084,0.0013094164787719944,9806.962233459852,31.5407529785129,10
Passa Tempo (MG),MG,0.005840509963915009,0.003025507546755927,25485.53341525782,179.317093554377,10
Passa Vinte (MG),MG,0.0029156799283940756,0.0008614615304108066,4138.3723339629005,14.06803257561773,10
Passabém (MG),MG,0.03350317723007527,0.03933615657724192,7614.837555807067,262.137564452887,10
Passos (MG),MG,0.09276296284229144,0.0941720383376767,803813.4410949381,74462.17753064878,10
Patis (MG),MG,0.00845538781153261,0.005636774473588827,19456.68779936111,171.51099745218357,10
Pato Bragado (PR),PR,0.0005286612728623906,0.0006386435773562152,78945.22832556111,41.18654905392194,10
Pato Branco (PR),PR,0.0004858013897464404,0.0004985672710399276,369590.0646163814,177.1033888845507,10
Patos de Minas (MG),MG,0.00487441327253022,0.002651150463647748,604926.157949661,2412.682679041659,10
Patrocínio (MG),MG,0.00037377657136414825,5.123192838869605e-05,681371.2623179632,172.99967947010862,10
Patrocínio Paulista (SP),SP,0.3744085273089727,0.37153192983578187,349021.15863345854,130246.61273629614,10
Patrocínio do Muriaé (MG),MG,0.01714801055713275,0.0033640090867090595,9329.194044393542,269.36530142458736,10
Paula Cândido (MG),MG,0.008243791016431053,0.005221150529439857,27155.321344547483,217.4560751922385,10
Paula Freitas (PR),PR,4.859693875244357e-05,4.960122714472207e-05,128827.51612221543,6.198618610959272,10
Paulicéia (SP),SP,0.3745469110301177,0.3741782332983554,198352.36393143891,74230.43496877991,10
Paulistas (MG),MG,0.014197882946162237,0.0030545021997759932,11227.67361919982,233.5386093170091,10
Paulistânia (SP),SP,0.11242753735852766,0.10134621434301248,18114.45964135018,2591.63129577516,10
