Cidade,uf,share_cana_mean,share_cana_median,solos_pipeline_total,solos_cana_atribuivel_total,n_anos
Cuiabá (MT),MT,0.0027380331813830813,0.002701111873995376,132553.7401571377,362.7651364226942,10
Cumari (GO),GO,0.0006954318248482627,0.0007984576768698751,46390.512147165886,30.50041877040324,10
Cunha (SP),SP,0.0,0.0,82477.62507697611,0.0,10
Cuparaque (MG),MG,0.035497642597795837,0.036539518765114604,19499.82006739123,708.9233256775619,10
Curitiba (PR),PR,0.0,0.0,11622.765035102784,0.0,10
Curiúva (PR),PR,0.003407709398967758,0.003299618522367174,112976.01261671676,357.04027981987537,10
Curral de Dentro (MG),MG,0.005024985481068224,0.002719409360526592,14680.401870818112,78.50569631682474,10
Curvelo (MG),MG,0.012196904032964372,0.01295509381977229,136507.38226076638,1665.6275426642546,10
Curvelândia (MT),MT,0.0894355774890049,0.083402505559589,365665.19634741935,31953.28283515213,10
Cáceres (MT),MT,0.016399542664221334,0.01391825235387276,664778.9288375686,10818.931881289082,10
Cássia (MG),MG,0.013728950778710072,0.0006727801139518793,115401.04161330292,1662.7249121995706,10
Cássia dos Coqueiros (SP),SP,0.2579010073544762,0.2504167233912203,43093.50376378257,11366.639608784539,10
Cândido Mota (SP),SP,0.22118763321015864,0.21647454013842582,725987.4431769202,159847.2992409757,10
Cândido Rodrigues (SP),SP,0.3470820457400565,0.35083138031915706,49241.49914375136,17129.980213960105,10
Cândido de Abreu (PR),PR,0.00024131738905399202,0.0002780050449660536,253375.64055862662,60.095306342716356,10
Céu Azul (PR),PR,0.0015085329793048815,0.001614916217037249,293556.43809626705,439.6806390989288,10
Córrego Danta (MG),MG,0.011381858699758109,0.01129120579517941,33892.949518124646,392.29146858622823,10
Córrego Fundo (MG),MG,0.03672540166609104,0.025608933865558223,23605.205144653642,889.3034201952053,10
Córrego Novo (MG),MG,0.026216722684907483,0.02045418363994296,13147.272773673772,359.1802858847342,10
Córrego do Bom Jesus (MG),MG,0.0,0.0,7881.202494960999,0.0,10
Córrego do Ouro (GO),GO,0.0,0.0,25021.41148624755,0.0,10
Cônego Marinho (MG),MG,0.051889479572570354,0.04861313267437166,24579.825360620627,1342.7855186509503,10
Damianópolis (GO),GO,0.004692863907668881,0.0,13003.375520828822,73.21309208568762,10
Damolândia (GO),GO,0.0,0.0,8567.274035578928,0.0,10
Datas (MG),MG,0.010552885625615535,0.00985998374000142,14967.748890011304,154.78938853333395,10
Davinópolis (GO),GO,0.0015052033329142397,0.002177014004056861,38642.13530385595,54.061278770139616,10
Delfim Moreira (MG),MG,0.0006839412364119058,0.0,10980.23414610585,7.3599760116267845,10
Delfinópolis (MG),MG,0.05393644825501356,0.05281377913384801,301139.6458532235,16052.969633313694,10
Delta (MG),MG,0.14218257580137197,0.14535967800560778,249083.08191479993,35086.09902925632,10
Denise (MT),MT,0.0934056009522972,0.09208981015235104,3684607.305572488,329674.36236013536,10
Deodápolis (MS),MS,0.10255334472816113,0.10439783804289138,322607.51814563066,33276.39908649848,10
Descalvado (SP),SP,0.3911345930958972,0.3907929809491887,549808.939598645,213748.2342656196,10
Descoberto (MG),MG,0.020023738328155995,0.01781553164339001,13889.423304749014,281.3484140777437,10
Desterro de Entre Rios (MG),MG,0.014151890911115442,0.014101044963487474,37293.33456401592,513.7444490987228,10
Desterro do Melo (MG),MG,0.009318368009149985,0.00466092409352036,17421.673777137978,173.93835224726627,10
Diadema (SP),SP,0.0,0.0,446.69228531272046,0.0,10
Diamante D'Oeste (PR),PR,0.006081967261582701,0.005050112603651324,77582.03033191133,521.8093856444742,10
Diamante do Norte (PR),PR,0.09106475769710091,0.08388755446409743,129447.46800812696,11548.777211657643,10
Diamante do Sul (PR),PR,0.0023939754582048213,0.003242280926438728,43884.81305574551,114.13926493347903,10
Diamantina (MG),MG,0.017709604074613507,0.015565369862490923,34779.317584886376,670.1338709800625,10
Diamantino (MT),MT,0.009565966545359229,0.00749958167957163,5919843.628877429,55197.91984455343,10
Diogo de Vasconcelos (MG),MG,0.014171625983494798,0.007754694936840197,12977.57986089398,249.01241067513558,10
Dionísio (MG),MG,0.011401015631682093,0.012483840038195372,14051.016553739308,159.50199578814633,10
Diorama (GO),GO,0.00013072893818228881,0.0,74483.6620345766,6.04973627467846,10
Dirce Reis (SP),SP,0.3599948038297448,0.35911056603809555,38664.4414643419,13870.956435956758,10
Divino (MG),MG,0.0018146078198591244,0.0021485572070327292,43764.5876021735,79.28311884820167,10
Divino das Laranjeiras (MG),MG,0.014380657326351517,0.015477121657161731,25282.970929119823,367.01026193920904,10
Divinolândia (SP),SP,0.0030194471726901,0.0,31259.922512687073,103.88790614134487,10
Divinolândia de Minas (MG),MG,0.03469471254311478,0.02545634720183348,8803.164279772924,365.856439887174,10
Divinésia (MG),MG,0.03567062164953215,0.0246077350925061,11550.327809078635,532.2470187950665,10
Divinópolis (MG),MG,0.0049022569800482585,0.00369735287774693,35950.25039973118,179.3184965961295,10
Divinópolis de Goiás (GO),GO,0.004570827415581699,0.0,28473.751085161697,147.24785989077003,10
Divisa Alegre (MG),MG,0.007230938561592249,0.0,2176.399148671161,23.13355384386467,10
Divisa Nova (MG),MG,0.06738102841321905,0.07044487545093145,77845.73294917143,5143.219595340322,10
Divisópolis (MG),MG,0.007325505945976839,0.0056697651324219,17288.544919940014,131.27024481278318,10
Dobrada (SP),SP,0.39760307746615,0.39637278161144585,191493.1840748899,75904.22444464269,10
Dois Córregos (SP),SP,0.3982628019793926,0.39568186810429207,620269.2985673391,246408.73140595725,10
Dois Irmãos do Buriti (MS),MS,0.0,0.0,242031.25769683268,0.0,10
Dois Vizinhos (PR),PR,0.0005854753059239151,0.00039506026269463306,211313.11495063663,118.95316904265485,10
Dolcinópolis (SP),SP,0.3728180041274052,0.38782543310410356,63810.22132300574,22706.95612417958,10
Dom Aquino (MT),MT,0.0002945287215446755,0.0,647144.3868201026,152.14580899230882,10
Dom Bosco (MG),MG,0.005869478398327578,0.003328873061169482,68272.38341871256,397.99525667639085,10
Dom Cavati (MG),MG,0.01629571402475808,0.00946711267113155,5407.558787838228,110.08229774343734,10
Dom Joaquim (MG),MG,0.02577858766890976,0.024172355201945404,13528.600357193023,349.83866670489704,10
Dom Silvério (MG),MG,0.015343541550619297,0.012447666606948602,12201.706723172256,198.51007259702553,10
Dom Viçoso (MG),MG,0.002787081773232526,0.0014766308707250184,7500.234839818622,26.174378060814984,10
Dona Euzébia (MG),MG,0.0,0.0,3425.392900287089,0.0,10
Dores de Campos (MG),MG,0.008447050475409982,0.0030456628696822453,9376.420065850472,73.89418471155564,10
Dores de Guanhães (MG),MG,0.04535773808518319,0.060258359439708774,23505.92408644693,1203.6609672365387,10
Dores do Indaiá (MG),MG,0.0019621273040893693,0.0015820895101879675,80712.48037788243,142.4825261519824,10
Dores do Turvo (MG),MG,0.054493509032169415,0.04985092203443136,24849.526860657963,1416.474461950667,10
Doresópolis (MG),MG,0.06980310758944365,0.07524661142154444,25822.442059335553,1875.0166064295734,10
Douradina (MS),MS,0.004235095297376527,0.0027945653855149253,221271.41264559803,950.3824226500993,10
Douradina (PR),PR,0.08733063702342717,0.08409960131095043,191356.27537798393,17402.17869128924,10
Dourado (SP),SP,0.3620253027481703,0.35720474982607575,107582.86020466509,38912.29367115877,10
Douradoquara (MG),MG,0.0035504762372186105,0.0034737581179619175,21776.123275211106,78.40176651536598,10
Dourados (MS),MS,0.05806665389491887,0.05698236028111699,3174672.355100153,179291.83137042038,10
Doutor Camargo (PR),PR,0.0,0.0,135104.33044353814,0.0,10
Doutor Ulysses (PR),PR,0.00012581455426219018,9.99955086202175e-05,60171.191594181655,8.410868509931255,10
Doverlândia (GO),GO,0.0,0.0,503486.9904696835,0.0,10
Dracena (SP),SP,0.3452843857811668,0.3402365547826136,249318.6386236197,85841.40838015819,10
Duartina (SP),SP,0.06513233620586742,0.06708638926215013,19413.337398697247,1355.734571226335,10
Dumont (SP),SP,0.37878239795694785,0.38161429309485734,167534.78234786302,63034.52734514389,10
Durandé (MG),MG,0.0011307751930834816,0.0,21747.930931520514,23.07791910406909,10
Echaporã (SP),SP,0.14845863747872903,0.12032695749167341,148748.42610156452,22714.45041893494,10
Edealina (GO),GO,0.00239348466519619,0.0029238735681891667,240491.80890059174,574.213072900345,10
Edéia (GO),GO,0.18034114179020258,0.18588019339079528,1465004.5095800166,258769.87159301265,10
Eldorado (MS),MS,0.09498838835602087,0.09895428950055116,333880.93670406134,33704.48392860029,10
Eldorado (SP),SP,0.0,0.0,38436.69071635758,0.0,10
Elias Fausto (SP),SP,0.37654987048091326,0.37263466738877105,155335.8095166365,59030.842234937525,10
Elisiário (SP),SP,0.406471295243158,0.4039781895676584,103967.95018309623,42252.29401404467,10
Elói Mendes (MG),MG,0.0016347523633443433,0.0012708662992813615,85276.81318025762,124.13578061308156,10
Embaúba (SP),SP,0.4007909999024696,0.40359703540585457,101783.19340833026,40978.560227780465,10
Embu das Artes (SP),SP,0.0,0.0,1086.2872050312837,0.0,10
Embu-Guaçu (SP),SP,0.0,0.0,2492.9724628347,0.0,10
Emilianópolis (SP),SP,0.3364055911963261,0.334725942642438,115018.09446553912,38728.973356401904,10
Engenheiro Beltrão (PR),PR,0.03518912029024333,0.03394500769065682,564901.5217593333,21579.09766464485,10
Engenheiro Caldas (MG),MG,0.0007996318911589944,0.0,13352.043163612281,11.284660411641303,10
Engenheiro Coelho (SP),SP,0.2708941262884007,0.2618142478403984,64988.01166713673,17299.568181026134,10
Engenheiro Navarro (MG),MG,0.021684057059306348,0.01609985829418907,43092.282212196296,1011.6155938405278,10
Entre Folhas (MG),MG,0.010624156482210954,0.006845019972496032,8610.695158067236,113.4082606806107,10
Entre Rios de Minas (MG),MG,0.007559617015617706,0.004197549724550496,43582.09841915073,407.15160320136374,10
Entre Rios do Oeste (PR),PR,0.0005948965105435763,0.0006482860378382615,78910.28096706863,45.90032123080381,10
Enéas Marques (PR),PR,0.0007248442617363212,0.0007271099595696367,47559.219539785256,33.80268525640475,10
Ervália (MG),MG,0.0065231831475093,0.005028120237069304,62301.663744784615,391.32152481669306,10
Esmeraldas (MG),MG,0.017925250422129786,0.01850286151196502,38309.998814025144,691.266759671912,10
Espera Feliz (MG),MG,0.00027117653112795936,0.0002932760030708708,46842.44186976319,12.976412398858901,10
Esperança Nova (PR),PR,0.0,0.0,19763.65285456344,0.0,10
Espigão Alto do Iguaçu (PR),PR,0.0003005694100632366,0.000338382803140966,101260.5441113115,30.37142003356357,10
Espinosa (MG),MG,0.004508691262769116,0.0023245500393385852,70620.49914095123,340.5122118382635,10
Espírito Santo do Dourado (MG),MG,0.0,0.0,28357.772001382444,0.0,10
Espírito Santo do Pinhal (SP),SP,0.1776232295128764,0.17593926685951947,67477.40921752175,11969.670460275427,10
Espírito Santo do Turvo (SP),SP,0.23212808498575793,0.2210892400094186,69494.9934248584,16223.631990618189,10
Estiva (MG),MG,0.0,0.0,16885.42919605294,0.0,10
Estiva Gerbi (SP),SP,0.24430000334233548,0.2451158427943665,22459.431210928546,5616.427132458262,10
Estrela Dalva (MG),MG,0.015388289427640442,0.014752043388601956,10075.09267520464,155.83198456899316,10
Estrela d'Oeste (SP),SP,0.3618979148323642,0.35630101238813094,153658.13847428738,55416.77672980357,10
Estrela do Indaiá (MG),MG,0.04367337727443342,0.05065218007471703,80150.20533645262,3960.8863074566684,10
Estrela do Norte (GO),GO,0.0,0.0,25397.399256415843,0.0,10
Estrela do Norte (SP),SP,0.37515097540767584,0.3727343617971829,124518.51868000222,46705.69720449122,10
Estrela do Sul (MG),MG,0.0034344883448255924,0.0011484589411473725,148276.91668519028,466.526947518857,10
Euclides da Cunha Paulista (SP),SP,0.22936784859038345,0.2243232314464779,119543.41103203366,27396.654619701425,10
Eugenópolis (MG),MG,0.01558151567764296,0.015565738433994973,23482.47482703268,383.89707220057994,10
Ewbank da Câmara (MG),MG,0.0,0.0,4696.153097986109,0.0,10
Extrema (MG),MG,0.0,0.0,9850.381830964005,0.0,10
Faina (GO),GO,0.00020517856437616498,0.0,85057.06246791923,17.155985918428478,10
Fama (MG),MG,0.0,0.0,12182.35097947903,0.0,10
Faria Lemos (MG),MG,0.005996488237424045,0.005664255003993259,9880.382982680449,59.05323869302867,10
Farol (PR),PR,0.0003106524158056589,0.00015893204861441642,242651.0397649734,70.06767602636849,10
Fartura (SP),SP,0.09507512167280037,0.11073138293400982,90586.84739680466,8454.150739542305,10
Faxinal (PR),PR,0.0008343878299963872,0.0007581411809203468,185237.15835824676,131.27777473176172,10
Fazenda Nova (GO),GO,0.0,0.0,71528.51042757244,0.0,10
Fazenda Rio Grande (PR),PR,0.0,0.0,19918.167542555253,0.0,10
Felisburgo (MG),MG,0.004599034522961479,0.002023934443403476,21738.210807371775,101.42220594720006,10
Felixlândia (MG),MG,0.017411671780848185,0.015313624751785142,62276.68179633239,1094.6878838056261,10
Feliz Natal (MT),MT,0.0,0.0,2069296.9605324217,0.0,10
Felício dos Santos (MG),MG,0.0360372535096407,0.028291957715919448,15882.411840211435,647.55080996268,10
Fernandes Pinheiro (PR),PR,0.0,0.0,162402.78748181943,0.0,10
Fernandes Tourinho (MG),MG,0.016547787361004658,0.0038200231715568925,13345.705289760841,348.0052572277793,10
Fernando Prestes (SP),SP,0.3847126450190181,0.38163984711947607,170211.06947649544,65208.70490973488,10
Fernandópolis (SP),SP,0.37333097718905667,0.3686951618479516,297008.09981113963,110387.51534188897,10
Fernão (SP),SP,0.00030079058455807534,0.0003334440958068338,12103.323798786978,3.564690672860269,10
Ferraz de Vasconcelos (SP),SP,0.0,0.0,451.6087343303193,0.0,10
Ferros (MG),MG,0.03545511015112375,0.034977854723405435,47514.2958035501,1697.229891416405,10
Fervedouro (MG),MG,0.002401944228060675,0.001232920022602287,29701.284978285483,71.4779355940909,10
Figueira (PR),PR,0.004634336478531843,0.004076623913538992,31810.034096270105,148.47696211613618,10
Figueirão (MS),MS,0.00013552052206423343,0.0,282044.0119456884,38.2119938669321,10
Figueirópolis D'Oeste (MT),MT,0.0,0.0,66409.83977938148,0.0,10
Firminópolis (GO),GO,0.001117509200734824,0.0,133343.32978859352,60.60659837426558,10
Flor da Serra do Sul (PR),PR,0.00037774585052597666,0.00039231160741662254,75553.71956866863,29.28380005673619,10
Flora Rica (SP),SP,0.3170357474467099,0.3158404885001871,97334.56203596701,31020.214112372396,10
Floraí (PR),PR,0.037985649498151794,0.034957322527941724,221825.18930429508,8325.127977984983,10
Floreal (SP),SP,0.3582242521138915,0.3518473853730877,91663.44556148114,33538.31242151342,10
Flores de Goiás (GO),GO,0.001946809043159399,0.0,529583.703567453,788.9201472161326,10
Floresta (PR),PR,0.005588702372501067,0.004781834314067615,190707.42561317713,1112.0274495678145,10
Florestal (MG),MG,0.010483114513269134,0.008580701795656497,8756.455998935933,91.27092618574326,10
Florestópolis (PR),PR,0.0947254896474651,0.09498167686035516,398771.263589653,37532.91773006778,10
Florínea (SP),SP,0.271799271116907,0.2712363952041533,264552.85905455303,71835.82720386055,10
Flórida (PR),PR,0.05760194289788704,0.057162154997381934,81753.48705710615,4792.640083084224,10
Flórida Paulista (SP),SP,0.3665354148652471,0.3681954772961289,305197.72682498227,111531.8417524395,10
Formiga (MG),MG,0.0009981793655642157,0.0005943258799108542,331249.734912508,288.4500864269021,10
Formosa (GO),GO,0.0370981990365072,0.021902320368267163,506811.0084325756,18661.027262207856,10
Formosa do Oeste (PR),PR,0.00010487915839659908,0.00010973502922734113,239358.90510912903,24.79328051023668,10
Formoso (GO),GO,0.0,0.0,33122.62556928788,0.0,10
Formoso (MG),MG,0.0007311926048256606,0.0006468561205167597,423464.16469032964,283.92802795967873,10
Fortaleza de Minas (MG),MG,0.01401500707167388,0.0031665000749616793,25594.885865244745,452.44300436404967,10
Fortuna de Minas (MG),MG,0.013588304516550945,0.005510669106836079,11405.973516987357,180.39420339822712,10
Foz do Iguaçu (PR),PR,0.001724838383928818,0.0017042338278290504,163357.86184737817,278.0176958910944,10
Foz do Jordão (PR),PR,3.9467050772543545e-05,3.768711328113571e-05,132998.82655020658,5.28264570370643,10
Franca (SP),SP,0.23217853993449836,0.23401939735759786,110315.85555847187,27146.615841200226,10
Francisco Alves (PR),PR,0.0,0.0,230922.578393577,0.0,10
Francisco Badaró (MG),MG,0.0055795719924206216,0.004990195771164441,23822.896062797347,133.75825538411152,10
Francisco Beltrão (PR),PR,0.0013505491733428803,0.0011561938996932845,212286.4826676911,268.98752252738467,10
Francisco Dumont (MG),MG,0.007200319908543645,0.006999581364137369,40797.5028675039,307.09706806822317,10
Francisco Morato (SP),SP,0.0,0.0,862.1379256076619,0.0,10
Francisco Sá (MG),MG,0.003971966785131146,0.0027705491436857427,127758.0466933851,528.7661159523336,10
Franciscópolis (MG),MG,0.016473200691166145,0.01450123355556268,36465.96678733063,623.7554060161452,10
Franco da Rocha (SP),SP,0.0,0.0,2314.6730753413376,0.0,10
Frei Gaspar (MG),MG,0.012809711927416756,0.009676161611132168,31602.055940765982,423.94781113634554,10
Frei Inocêncio (MG),MG,0.0,0.0,29493.10488933882,0.0,10
Frei Lagonegro (MG),MG,0.028127681161774092,0.02088119791773483,10359.502219700662,314.911882206942,10
Fronteira (MG),MG,0.11064655319955988,0.10847865506108093,97643.12302074503,11762.372413232706,10
Fronteira dos Vales (MG),MG,0.014281906419203743,0.008276225017067942,13488.309254316708,213.79338085173515,10
Fruta de Leite (MG),MG,0.021261774212345142,0.020008266296126696,14362.225070510165,296.088333103936,10
Frutal (MG),MG,0.12944130133091727,0.12809592063315395,3500541.9411455775,450956.772817597,10
Funilândia (MG),MG,0.017136024418147988,0.013135031326783876,10330.908618238123,199.64060746587634,10
Fátima do Sul (MS),MS,0.05474049309326483,0.0485572646759898,210779.1620939699,11269.403058793263,10
Fênix (PR),PR,0.026423599737282866,0.027141259185468853,262301.41798732453,7076.879469983818,10
Gabriel Monteiro (SP),SP,0.35428119375841166,0.35512377791715066,79982.85194630292,28340.31822458544,10
Galiléia (MG),MG,0.0037879973072779778,0.004658395545041015,45373.08529400996,172.90946257600248,10
Gameleira de Goiás (GO),GO,1.600778883220588e-05,0.0,338604.1723218683,7.969965330716857,10
Gameleiras (MG),MG,0.00041925650581421756,0.0,55623.068412278204,23.571606582744636,10
Garça (SP),SP,0.0,0.0,73117.89584546344,0.0,10
Gastão Vidigal (SP),SP,0.36039221689891576,0.36593623422037336,108538.2407195262,38364.182274966064,10
Gavião Peixoto (SP),SP,0.34702288162741685,0.3462278437104477,151920.2821890923,52884.52233948852,10
Gaúcha do Norte (MT),MT,3.8434879354113416e-05,3.063839358017676e-05,2118307.690516363,72.55302728453883,10
General Carneiro (MT),MT,4.999080875602467e-05,3.329328806920381e-05,863630.4330945719,35.91950649846613,10
General Carneiro (PR),PR,0.0,0.0,52241.707979591956,0.0,10
General Salgado (SP),SP,0.32842999384378246,0.3248215179543443,218676.477881659,71657.80046731886,10
Getulina (SP),SP,0.333329477714874,0.33221716540192714,353918.4416948418,117303.97761172903,10
Glaucilândia (MG),MG,0.008551077103213556,0.010133596321873625,14180.92691791686,134.03966784657493,10
Glicério (SP),SP,0.3441611516621992,0.3522334076544773,190378.58987464878,65057.269452177265,10
Glória D'Oeste (MT),MT,0.07736892945086192,0.0783012157799847,251613.6091410413,19061.623053883453,10
Glória de Dourados (MS),MS,0.10494752983026723,0.09543179056231664,123753.25857209378,13966.96017809644,10
Godoy Moreira (PR),PR,0.0,0.0,61524.562148188874,0.0,10
Goiabeira (MG),MG,0.024700608369244016,0.03439239315262605,8985.776350209098,239.36563224844843,10
Goiandira (GO),GO,0.0021782990441602604,0.0023370761616854988,53851.58748023756,104.49022544896476,10
Goianira (GO),GO,0.07938262469596585,0.10467509880532251,53203.57631357377,5415.879664572976,10
Goianá (MG),MG,0.006130784884239884,0.006104972477739757,10078.332013271667,64.4480121553399,10
Goianápolis (GO),GO,0.0,0.0,30903.331816630733,0.0,10
Goianésia (GO),GO,0.19885636436743842,0.20406829051171488,1046467.6062584784,204051.15205030114,10
Goiatuba (GO),GO,0.15099145399016195,0.14779226140475993,2718872.9497696673,398228.41773637733,10
Goioerê (PR),PR,0.007316253226908329,0.009207505457068763,456154.4350224392,3218.5054138028804,10
Goioxim (PR),PR,4.826261042714723e-05,4.4640974393067297e-05,215825.40774787852,10.489528401494294,10
Goiás (GO),GO,0.0014729489962971181,0.0,197208.53713092313,275.0250343040959,10
Goiânia (GO),GO,0.0,0.0,24627.50230369797,0.0,10
Gonzaga (MG),MG,0.011439862090392017,0.004771510375579073,9707.344577242537,123.9390615817123,10
Gonçalves (MG),MG,0.002165214492110638,0.0016055779039310704,7141.5110527998695,16.155600677268172,10
Gouveia (MG),MG,0.014830194092896029,0.009967240168547527,20538.836973709833,346.29353313045874,10
Gouvelândia (GO),GO,0.2130906827537952,0.2193190162057097,1120634.4870710953,234321.51309809598,10
Governador Valadares (MG),MG,0.0029043423854802895,0.0032825575000712945,138296.58313009486,403.71830239480676,10
Grandes Rios (PR),PR,0.0013376079934235832,0.0017721962876433572,65971.87955238318,79.03158712796154,10
Grupiara (MG),MG,0.0,0.0,21522.777341187248,0.0,10
Grão Mogol (MG),MG,0.009149221155639346,0.008400237074134257,51419.66968064007,477.79263850268273,10
Guaimbê (SP),SP,0.20412767363154782,0.19634920807993198,67176.7876574476,13679.938761418049,10
Guairaçá (PR),PR,0.118077495405323,0.11781483032981879,478154.7529136024,55696.97398000441,10
Guaiçara (SP),SP,0.360467770510232,0.36288544965554603,149631.3996237503,53951.645207313726,10
Guamiranga (PR),PR,0.00019860848575825428,0.00021524771323447743,85513.16025464496,15.76131389407066,10
Guanhães (MG),MG,0.013149416247669642,0.007504979838341218,44029.63923413749,645.4356282381655,10
Guapiara (SP),SP,0.0,0.0,98597.78377986341,0.0,10
Guapiaçu (SP),SP,0.3827325071279183,0.381133939645228,279980.58890120924,107238.50217924266,10
Guapirama (PR),PR,0.035990324566358894,0.038021632000700786,132934.52464376832,4794.845852680678,10
Guaporema (PR),PR,0.12582627954832312,0.1271533351677542,388838.5353359395,48003.03278520744,10
Guapé (MG),MG,0.004319505479066882,0.002529859569314058,101437.64120788146,389.60440329547504,10
Guapó (GO),GO,0.001036216593345507,0.000867390503855386,51179.628887897925,40.51571103313131,10
Guaraci (PR),PR,0.10407126853521212,0.10981395209164835,235319.22789166906,24484.692240900113,10
Guaraci (SP),SP,0.3967211501625113,0.39311397881656895,718675.9641910967,284034.1094829624,10
Guaraciaba (MG),MG,0.021221951416216484,0.020569955635444497,34119.57290080867,735.541613889845,10
Guaraciama (MG),MG,0.005644836052856509,0.006226257194019988,17020.60469475662,90.35229645379381,10
Guarani (MG),MG,0.00489059223882084,0.003864633984142775,17689.798533697358,89.36934046308424,10
Guarani d'Oeste (SP),SP,0.3311133179848188,0.33031113509971266,32937.196384954215,10847.260982179381,10
Guarani de Goiás (GO),GO,0.0020043943838308244,0.0,38612.00241825308,74.7774831549944,10
Guaraniaçu (PR),PR,0.0010459366200342994,0.0011307932320608653,249094.56510476474,269.5193560125681,10
Guarantã (SP),SP,0.3093717162318565,0.3070277442923858,200436.23278494028,61508.19079128318,10
Guarantã do Norte (MT),MT,5.517850194218008e-05,5.1549665767641176e-05,371556.20908599504,19.347473942543687,10
Guaranésia (MG),MG,0.08724324723639729,0.08766395701237131,78833.40421524065,7795.41597672666,10
Guarapuava (PR),PR,1.5121300687833122e-05,1.3852746962224628e-05,1033376.6496658428,15.754388336534909,10
Guaraqueçaba (PR),PR,0.001672499853034471,0.0017930560135267387,59897.04570228044,100.2073373077873,10
Guararapes (SP),SP,0.3670515737096222,0.36877839155429093,755446.0084151372,276494.53504596837,10
Guararema (SP),SP,0.011024290884315894,0.00906702542988361,10460.12070757929,117.11227626741842,10
Guarará (MG),MG,0.013648383077759896,0.013105636513413649,6342.228138619563,87.09910022760646,10
Guaratinguetá (SP),SP,8.566558814962778e-05,0.0,101795.78982168244,8.396716913142185,10
Guaratuba (PR),PR,0.0020384003229387804,0.002050427198857908,51045.93323932272,104.62029169050761,10
Guaraçaí (SP),SP,0.36747318424379516,0.3667127348706075,419569.2375170351,153459.51761393162,10
Guaraíta (GO),GO,0.0,0.0,14773.839538876216,0.0,10
Guarda-Mor (MG),MG,0.00010502010907431752,3.0536723338023946e-05,961727.8787759313,83.96292418392471,10
Guareí (SP),SP,0.10821083177836514,0.08061900679862385,79956.63997311117,8927.668949245555,10
Guariba (SP),SP,0.37642917330597986,0.37424740208532303,410512.7910165556,153769.58752211172,10
Guarinos (GO),GO,0.0008172257279864057,0.0,23506.622415739166,19.76130105144481,10
Guarujá (SP),SP,0.0,0.0,2123.2698176154627,0.0,10
Guarulhos (SP),SP,0.0,0.0,4816.3207304196385,0.0,10
Guará (SP),SP,0.3771816496097715,0.3764872065456605,408017.0098336282,153783.01119452453,10
Guatapará (SP),SP,0.39377479128755727,0.3858472211417801,406561.76801928045,159533.7405691368,10
Guaxupé (MG),MG,0.04693790903966066,0.043099168813986906,53777.00251718151,2888.5874848259327,10
Guaíra (PR),PR,9.028839290971632e-05,0.00012718858674480728,481458.4986512088,42.51477968541741,10
Guaíra (SP),SP,0.31861473856933137,0.31748669316908557,1452578.8245326818,461227.005127955,10
Guia Lopes da Laguna (MS),MS,0.00022496785214153004,0.0001773284567207094,284965.7762405509,59.606168849552915,10
Guidoval (MG),MG,0.0034203955420436367,0.003722786267343318,13210.306671481996,45.14234310175625,10
Guimarânia (MG),MG,0.0001356007587494611,0.00013675776974211862,109110.55631193442,14.198381630935142,10
Guiratinga (MT),MT,2.763620075867388e-05,2.770418776543079e-05,949464.265556519,25.91910437128258,10
Guiricema (MG),MG,0.011850968361864287,0.01169832792640325,26190.630172314242,311.22827409004356,10
Gurinhatã (MG),MG,0.11620738660239376,0.11827152274532082,526992.2640733653,61051.02509842106,10
Guzolândia (SP),SP,0.2697581513626911,0.2731884856471852,62452.56706244484,16732.209965323953,10
Gália (SP),SP,0.0,0.0,33724.48976753025,0.0,10
Heitoraí (GO),GO,0.04274098088253011,0.0,29186.744859785613,1717.6382112220679,10
Heliodora (MG),MG,0.003491091002334961,0.003842497354190913,25714.7021530951,89.59629424287291,10
Herculândia (SP),SP,0.2490774541893767,0.24594475827498596,267404.8843008421,66507.4153867589,10
Hidrolina (GO),GO,0.08586767110377147,0.07919268742786187,80542.72091572339,6880.852302570245,10
Hidrolândia (GO),GO,0.001024209885005948,0.001302093581894598,102843.7441820115,67.24862968666721,10
Holambra (SP),SP,0.16037725796984015,0.1548716411105983,22205.905381068853,3553.9430434695114,10
Honório Serpa (PR),PR,4.0006812516642756e-05,3.729380117664416e-05,195316.13938193937,7.566268780049053,10
Hortolândia (SP),SP,0.0,0.0,1140.9955602652235,0.0,10
Iacanga (SP),SP,0.373806618317821,0.380121519030156,405973.71689822816,150348.95139134524,10
Iaciara (GO),GO,0.001306289818990025,0.0,88346.94574555493,109.81358301476568,10
Iacri (SP),SP,0.25845284213406955,0.2699902930695818,175636.67683471777,46884.652710410584,10
Iapu (MG),MG,0.005270473696421524,0.003708099682068881,22209.017313863522,121.0086693586049,10
Iaras (SP),SP,0.22076376916284945,0.22621385502943395,117453.82251983426,25434.766986934676,10
Ibaiti (PR),PR,0.06133073498496514,0.06766532061767902,364630.20204198663,24046.999302246764,10
Ibaté (SP),SP,0.40493686245739513,0.4042448165409189,274771.99266690225,110756.57697971707,10
Ibema (PR),PR,0.0007391235015212492,0.0007437982053735471,66321.26849468189,49.02285089701137,10
Ibertioga (MG),MG,0.003757897186989479,0.0006126321795263859,43522.273779333256,96.0568940978482,10
Ibiaí (MG),MG,0.002385235104110886,0.0015015414326963483,62071.85250259627,131.9746348046162,10
